cv_score,project_score,skill_match_score,progress_score,missing_skills_count,certificates_count,courses_completed,target_score
61,11,47,26,0,0,8,38.25
67,43,85,88,3,0,3,61.25
94,77,57,63,2,6,0,67.55
90,61,32,94,4,8,7,61.55
33,92,77,38,2,8,7,65.2
91,80,22,44,5,0,7,44.6
39,66,81,32,5,2,2,45.1
39,23,45,93,4,4,2,39.85
50,16,79,13,0,3,0,42.7
40,60,86,25,1,2,7,56.4
74,58,86,72,1,5,6,74.0
46,28,47,78,6,4,0,34.1
70,38,27,79,3,6,12,50.7
57,27,87,32,5,4,0,41.35
56,62,75,54,2,8,10,66.4
80,38,45,43,0,2,2,50.2
36,27,26,67,5,7,1,28.75
45,75,66,96,0,1,4,69.55
37,70,56,10,5,3,11,39.1
27,34,20,77,3,0,10,32.8
76,12,81,10,6,7,2,36.1
41,69,42,78,2,2,3,51.75
63,86,58,32,2,6,8,61.7
42,55,78,42,0,4,6,60.15
59,24,95,47,2,7,7,59.8
41,25,45,37,3,8,12,40.25
50,31,18,89,3,4,4,38.65
88,90,17,69,1,2,0,58.1
73,55,91,98,2,5,5,76.75
74,72,46,34,1,1,12,57.7
72,37,31,17,1,4,0,37.05
42,28,16,87,3,6,7,38.4
90,88,27,34,4,5,7,52.4
83,25,41,57,0,2,8,52.15
91,49,64,30,1,8,12,65.55
41,70,59,80,1,7,0,62.5
28,54,61,84,5,4,5,47.4
93,43,92,67,2,6,11,75.65
92,92,25,100,3,3,0,63.8
82,16,57,84,4,5,8,52.3
87,61,33,75,3,3,1,52.95
70,47,61,95,5,6,10,60.35
34,53,40,82,4,5,1,42.95
32,47,60,12,2,4,12,42.75
92,66,86,87,2,5,2,78.1
78,44,95,92,4,1,2,65.3
47,87,40,93,0,7,7,70.85
32,38,19,58,0,7,1,39.3
24,28,84,78,1,8,12,62.5
65,19,86,87,1,7,0,64.05
37,19,83,49,4,5,0,40.85
86,26,79,24,4,8,12,54.6
21,78,70,62,5,6,5,51.9
20,10,27,80,5,6,10,27.9
21,54,85,88,5,0,7,51.8
78,18,64,35,4,8,12,48.7
74,81,49,25,1,2,8,57.85
71,41,25,70,0,3,0,48.35
51,91,35,98,5,8,1,57.45
35,13,26,75,5,3,11,28.45
38,31,51,80,1,3,0,46.55
76,19,86,66,5,1,5,49.75
21,89,72,32,4,4,1,48.15
44,28,23,18,3,8,12,31.2
31,77,91,59,3,7,10,67.65
51,85,26,23,3,6,5,43.65
81,71,83,68,2,2,10,74.05
60,25,72,43,5,4,3,40.65
77,91,70,76,1,4,5,77.55
51,38,94,26,4,6,2,48.9
25,60,71,60,1,3,2,54.2
34,90,81,74,2,4,0,66.6
90,61,32,38,2,7,3,52.55
29,31,23,20,5,3,1,14.85
28,17,34,79,6,2,2,23.45
67,70,86,80,0,5,1,77.2
67,72,61,31,0,6,6,63.7
87,52,41,47,0,2,0,53.7
47,41,17,51,1,5,0,36.45
27,76,87,20,6,3,6,44.9
46,24,56,60,5,7,11,42.6
21,83,85,50,6,2,2,48.05
91,57,64,72,2,3,12,69.45
48,44,44,55,6,3,8,36.2
57,90,64,84,2,8,8,75.3
61,25,53,62,4,4,6,42.95
86,91,32,65,1,2,7,65.15
44,67,78,33,3,4,8,55.25
49,65,44,64,6,4,12,46.25
58,38,84,100,2,5,3,66.8
54,40,85,52,6,6,2,47.5
60,12,42,61,3,2,2,34.9
52,21,36,39,1,1,6,35.55
49,73,67,67,4,1,4,54.35
43,38,18,43,2,0,5,29.6
31,17,49,72,5,6,7,35.35
34,45,27,92,2,5,6,46.55
76,16,65,90,2,7,1,57.8
91,94,94,91,3,1,0,81.4
25,47,78,71,1,3,12,60.25
52,38,88,13,4,8,7,48.8
75,61,86,47,6,6,0,55.25
33,53,43,48,1,6,2,45.65
32,39,31,64,4,1,6,32.05
63,51,82,48,3,1,6,55.85
35,57,27,70,4,4,3,38.05
85,16,80,72,3,3,3,55.8
21,47,16,53,1,7,1,34.95
79,77,29,86,5,6,7,56.75
83,58,59,38,4,5,0,50.4
84,30,92,76,5,3,8,61.0
69,46,68,58,3,1,9,55.1
90,55,77,86,6,1,0,57.85
54,83,88,10,1,4,12,66.65
53,72,59,63,4,3,2,52.3
34,29,26,45,5,3,6,23.75
65,27,64,49,2,1,7,48.05
32,58,27,56,4,3,11,38.1
93,47,92,83,2,5,5,76.05
93,73,74,49,4,4,5,64.55
24,15,49,43,1,8,0,35.75
66,40,59,42,1,3,6,52.2
52,34,94,45,4,3,8,52.5
86,20,31,59,5,1,2,32.6
27,59,77,34,4,5,1,44.55
76,79,48,76,6,8,0,55.95
48,25,77,18,6,7,4,35.15
56,14,66,58,5,3,10,41.0
42,45,77,41,5,8,11,50.35
66,53,38,45,1,7,3,51.45
67,26,85,42,5,0,10,46.3
75,91,62,17,5,8,6,56.65
48,63,28,71,1,0,8,49.45
23,77,26,52,4,0,7,35.55
31,84,31,21,3,1,6,37.0
33,26,34,66,4,2,10,33.1
71,27,54,83,4,2,0,45.35
84,56,73,63,4,5,7,62.8
63,58,41,83,3,1,0,49.3
48,66,36,15,0,3,2,43.3
58,85,78,39,6,5,10,58.05
26,27,83,58,1,6,11,56.25
78,28,58,54,1,1,0,49.1
53,49,15,11,0,8,9,40.45
82,12,28,77,0,2,10,49.8
91,62,59,48,5,6,6,56.3
54,76,56,10,6,0,7,37.1
94,73,77,65,0,3,4,77.55
66,24,85,31,3,4,1,47.1
63,47,63,65,6,6,9,50.55
57,72,38,67,3,7,8,56.3
89,32,33,90,6,0,2,39.7
30,69,61,41,5,6,3,43.55
59,51,90,97,6,4,0,59.15
45,20,41,29,6,0,1,17.6
48,86,36,20,1,2,5,47.5
39,87,34,12,5,1,1,30.95
58,17,87,71,1,6,3,59.95
82,54,37,55,6,1,9,42.3
60,73,54,30,0,6,2,58.25
57,89,50,59,6,5,1,49.95
90,79,75,57,0,2,12,79.25
40,16,87,81,4,6,9,53.6
29,37,57,83,4,6,6,46.55
50,59,23,41,3,6,8,41.15
70,15,86,78,5,8,1,53.55
69,76,49,87,5,0,8,56.4
21,86,69,63,0,0,12,65.0
35,43,87,18,0,1,10,53.25
93,60,54,99,0,5,7,77.1
89,83,20,41,3,8,4,53.65
92,72,58,25,0,2,1,60.9
50,88,81,12,2,7,10,64.3
64,51,69,11,1,5,12,55.95
33,84,92,14,5,2,1,47.6
21,67,87,96,4,1,0,57.05
95,72,94,36,0,3,7,78.3
47,52,77,42,3,4,9,54.1
86,83,68,39,3,8,0,65.05
45,85,19,40,0,5,7,51.45
31,32,21,38,5,4,1,19.3
33,42,92,80,6,4,2,49.9
61,65,79,82,0,2,7,73.65
82,48,52,97,3,1,3,58.2
66,18,57,97,0,4,4,59.4
52,83,79,28,2,2,4,59.05
67,35,65,32,4,5,0,42.05
82,37,26,33,0,4,12,49.25
47,50,70,82,6,7,5,52.4
53,58,71,10,5,0,7,39.4
42,86,36,49,1,1,6,51.8
75,41,55,39,4,1,3,41.85
45,37,58,12,2,6,8,41.85
61,45,58,54,6,8,10,48.05
70,41,79,33,3,7,0,52.65
73,48,63,88,1,4,1,64.3
38,64,17,33,2,1,9,35.6
85,61,21,35,2,7,10,51.15
42,85,61,49,1,6,10,65.05
78,95,17,58,1,7,12,65.15
89,69,43,34,0,0,8,58.75
42,42,20,13,5,2,5,19.1
31,36,67,84,6,1,12,43.9
63,77,29,40,6,0,9,38.05
63,39,43,53,3,6,6,46.15
74,40,88,60,4,0,4,55.2
72,46,38,35,0,1,11,50.6
66,44,70,53,6,5,8,48.8
86,84,78,91,5,4,6,73.5
32,93,37,76,3,1,10,54.25
90,13,37,51,3,6,9,44.35
85,11,87,81,2,8,0,63.45
56,78,53,18,6,1,0,36.0
67,87,26,59,4,3,12,53.15
33,51,81,56,3,6,8,56.15
84,31,24,51,6,4,12,36.15
31,79,68,76,4,4,6,57.75
51,24,59,67,3,6,3,46.1
36,85,50,78,5,3,5,51.45
89,33,49,16,1,6,7,49.75
37,58,75,64,4,2,0,48.8
89,31,49,86,5,1,12,51.75
29,28,29,64,5,8,3,29.7
23,70,52,60,5,7,9,47.3
58,48,87,88,0,6,10,77.1
24,20,95,66,3,2,9,50.1
25,47,79,61,1,5,3,55.65
29,55,71,40,2,8,0,50.25
54,23,73,60,1,7,5,56.05
71,56,92,27,3,0,2,54.7
47,27,71,78,6,4,7,44.75
69,72,30,77,3,1,1,50.0
48,42,92,41,3,8,7,58.3
89,42,59,86,6,5,1,52.7
52,72,35,76,2,5,9,57.6
46,48,65,93,2,0,0,54.3
34,17,67,76,0,7,4,53.95
36,69,40,46,2,0,9,45.15
78,80,80,54,3,5,12,72.9
49,20,57,87,4,0,8,43.3
30,17,89,38,0,1,3,46.85
66,59,62,71,6,7,1,51.85
29,62,33,16,0,4,5,40.1
74,28,92,28,6,3,0,42.4
36,14,64,84,4,1,9,42.0
29,81,25,51,1,0,7,44.75
61,13,43,98,5,1,2,37.25
87,51,60,42,6,8,11,53.45
75,73,49,16,5,4,3,43.35
64,35,32,64,6,8,4,37.35
44,46,66,26,5,2,9,38.9
49,90,50,48,4,7,6,55.5
46,66,51,41,0,7,12,60.8
20,60,44,84,5,2,5,40.6
94,46,61,32,5,2,10,49.1
60,48,40,28,0,6,7,49.9
90,64,40,45,1,6,6,60.3
85,92,41,20,5,4,6,50.0
39,15,53,38,1,1,11,38.85
57,78,59,38,4,5,0,50.2
91,48,67,69,3,5,0,60.6
66,62,81,80,2,5,0,68.0
92,95,33,97,6,4,7,63.15
79,73,84,57,5,1,12,64.95
54,43,36,43,0,0,6,43.95
57,40,52,17,3,2,6,37.5
88,87,58,71,4,3,5,65.85
44,64,82,94,1,5,0,69.7
39,75,90,13,6,4,5,46.85
40,66,84,20,3,0,5,48.7
83,43,78,53,5,6,6,56.65
94,21,21,61,3,5,5,41.55
81,26,60,67,2,1,12,55.9
78,46,63,59,4,4,8,55.0
88,50,57,48,0,7,3,63.9
87,20,71,87,1,5,11,68.1
31,40,91,71,6,6,5,50.0
88,13,63,46,5,1,1,37.75
22,42,69,57,3,1,9,44.8
61,54,95,84,2,5,2,71.0
75,54,74,20,4,8,11,56.6
95,82,41,85,5,1,4,59.1
25,27,66,95,6,2,12,43.15
79,13,64,96,6,0,8,46.45
53,54,93,61,3,0,8,60.7
46,29,35,11,0,7,5,37.25
91,15,72,43,2,8,5,56.05
33,76,63,46,6,4,7,45.4
58,13,41,97,2,7,5,49.65
80,84,17,41,1,7,3,54.9
48,88,91,34,6,4,4,55.9
63,32,30,92,4,2,1,40.1
45,33,82,88,1,3,4,61.35
31,16,45,71,0,4,10,46.1
76,28,90,27,4,2,11,51.7
79,31,60,55,1,8,4,58.45
63,32,19,24,2,3,12,34.5
26,85,54,67,3,4,1,52.25
42,63,39,70,5,6,0,42.15
78,93,27,66,6,5,9,53.65
84,84,58,45,4,7,6,62.8
92,27,27,66,5,3,8,40.35
57,90,90,70,6,2,12,67.5
91,36,29,46,5,7,3,39.7
63,84,23,48,5,7,3,44.7
53,20,16,76,5,0,6,26.1
54,31,74,89,3,5,4,57.05
35,72,58,43,3,7,0,49.1
38,21,56,60,5,8,1,36.05
63,88,35,83,5,3,12,57.6
51,52,66,32,4,3,3,43.3
76,59,34,99,6,5,8,52.95
34,19,92,58,6,5,1,40.25
72,14,90,59,0,0,12,62.7
25,20,75,22,1,4,6,40.6
33,58,34,68,5,4,10,40.6
35,27,66,21,6,0,9,27.25
60,45,24,28,3,1,0,29.35
37,30,45,78,0,1,10,49.8
54,94,62,81,1,3,4,71.0
88,80,26,11,6,4,11,41.3
47,53,25,84,4,5,11,46.45
53,27,79,73,5,5,0,47.15
52,48,36,95,5,5,4,45.7
87,11,25,25,3,4,10,33.35
29,22,39,48,5,5,2,25.1
56,18,85,24,2,4,8,48.2
78,12,87,67,5,2,0,47.2
29,79,33,94,3,7,3,53.85
25,69,17,53,4,7,10,38.55
89,68,34,57,5,5,0,47.9
43,93,41,75,0,7,2,65.75
60,34,24,49,3,7,11,41.1
35,72,53,20,0,6,9,54.2
64,66,28,42,4,8,9,47.0
75,27,20,60,2,3,0,37.15
67,10,58,32,6,0,7,28.2
88,90,35,47,3,4,10,60.7
40,75,39,100,0,3,6,63.85
94,80,91,11,2,1,2,65.1
53,81,26,47,1,1,3,47.85
55,37,61,28,1,8,6,51.05
86,86,15,26,1,4,1,49.6
59,25,23,88,1,4,4,45.25
47,91,34,24,5,1,12,41.45
65,31,51,83,2,8,2,55.05
65,40,37,20,3,8,4,39.0
82,58,29,41,1,5,8,53.3
45,94,84,62,3,0,0,62.6
81,34,82,80,3,8,8,68.2
25,40,36,95,4,6,0,39.6
31,83,51,67,6,5,2,45.65
57,39,92,38,0,6,12,67.15
68,27,57,54,2,7,2,49.85
47,74,87,63,1,0,4,66.1
26,70,81,27,4,6,7,50.7
39,87,83,75,5,3,0,59.35
94,93,94,10,5,4,1,63.45
27,28,41,25,1,7,4,34.8
72,90,45,99,4,6,11,70.5
92,49,79,100,5,8,11,73.75
71,18,18,77,2,2,8,40.1
89,68,43,51,5,3,4,49.8
39,43,78,40,3,0,8,46.45
59,39,84,43,1,3,3,56.75
79,54,38,19,6,7,9,39.6
32,68,85,45,2,4,8,60.1
47,82,17,97,6,8,4,47.8
81,32,72,94,5,8,8,62.5
51,90,93,15,1,6,8,69.9
53,94,45,69,3,1,5,57.2
74,30,23,24,5,1,7,25.8
87,31,89,36,4,5,1,53.55
49,17,42,42,1,8,5,41.45
85,67,23,53,1,1,9,54.05
28,31,75,56,6,1,10,37.85
54,27,62,61,5,3,10,43.25
55,21,24,64,2,3,4,35.65
76,87,73,39,3,4,5,64.85
41,56,86,27,6,6,12,49.2
56,47,45,23,2,5,1,40.55
48,81,92,93,5,8,0,69.95
79,54,48,13,4,2,8,41.9
21,26,69,100,3,3,8,50.3
64,93,81,52,5,1,4,61.05
38,40,21,34,5,8,0,24.6
77,27,57,88,6,1,2,43.65
87,44,27,76,2,7,1,52.8
32,59,90,77,0,8,9,74.45
67,17,66,79,1,3,4,55.15
53,16,57,65,0,2,2,47.3
87,66,47,76,4,3,7,59.1
30,69,19,73,6,4,7,35.25
85,47,79,12,4,2,5,48.95
52,83,52,94,0,7,3,72.65
62,69,84,19,2,2,12,61.25
94,82,19,60,3,6,8,58.3
90,30,55,25,2,4,11,50.7
55,12,64,76,0,2,8,54.0
68,73,50,32,6,2,4,41.85
74,36,49,100,0,1,3,60.8
28,79,20,100,5,6,9,48.15
48,70,73,83,5,7,6,61.7
49,53,83,70,6,1,8,51.75
71,81,50,49,3,7,4,59.35
65,80,21,25,3,6,6,44.6
88,95,94,55,3,1,10,78.85
20,49,65,51,4,0,6,38.95
62,89,48,18,5,6,5,47.45
63,12,32,16,6,3,6,18.8
40,16,86,63,3,7,6,51.5
54,18,93,79,1,6,5,63.8
33,43,32,42,5,4,8,30.05
32,26,85,87,3,6,2,54.1
27,53,71,61,2,7,3,54.25
21,38,23,72,0,0,7,38.5
72,26,87,47,2,8,3,59.3
52,60,59,28,6,8,2,41.1
22,13,77,23,4,6,1,30.65
65,93,61,60,5,8,4,62.45
62,16,55,91,5,6,4,45.4
49,37,39,12,6,7,3,25.25
24,86,52,31,1,1,5,48.9
75,71,53,41,5,5,0,48.35
80,68,52,100,3,5,12,71.1
22,78,39,26,4,1,10,36.6
44,42,15,79,1,1,3,39.4
73,27,65,35,1,2,6,49.95
83,75,88,20,5,7,3,60.35
79,16,78,74,4,4,8,55.2
37,83,80,45,5,8,4,57.05
47,84,53,62,1,0,10,61.2
40,55,52,64,1,3,1,50.55
84,58,60,73,4,3,9,60.8
56,59,18,38,4,1,2,30.75
70,41,43,95,1,3,5,58.55
91,35,94,85,6,0,12,63.15
32,26,63,30,0,2,2,40.4
29,94,77,79,4,7,3,65.3
23,38,23,41,6,8,10,25.6
63,93,49,51,4,8,11,62.65
92,64,68,44,5,4,12,60.3
84,53,95,80,0,1,7,78.85
50,63,78,65,0,7,2,68.75
43,60,48,70,6,6,2,42.8
41,40,82,41,1,3,2,51.9
56,13,75,69,2,6,5,53.05
51,84,51,32,4,0,1,43.4
22,45,19,68,4,6,11,35.25
36,46,72,79,4,8,7,56.0
30,29,15,28,2,0,6,21.35
80,40,17,53,0,5,1,46.2
75,24,32,83,3,1,5,43.0
42,58,74,33,3,4,0,47.4
74,26,29,45,1,4,11,45.2
85,22,69,87,0,0,2,61.6
21,80,83,94,2,4,12,72.1
85,41,61,15,2,5,7,51.05
50,77,60,79,1,5,12,70.55
60,57,83,96,4,0,0,60.35
82,38,21,50,0,5,4,48.2
60,24,80,54,1,0,6,53.3
38,83,37,55,6,3,11,43.35
89,92,80,92,0,3,5,88.1
95,52,79,44,0,5,11,74.0
72,77,38,60,5,3,9,51.45
23,21,77,72,2,0,8,46.35
87,65,95,77,1,3,7,80.95
91,51,89,100,4,3,9,74.55
53,21,94,34,6,8,12,48.25
59,51,33,24,1,4,12,45.95
52,89,21,53,2,6,10,54.35
84,31,95,75,2,4,2,67.25
33,49,32,48,6,5,11,32.55
80,50,51,76,4,0,5,51.5
79,23,37,14,0,3,0,37.85
34,84,43,10,1,0,3,41.7
63,21,70,65,2,0,7,50.35
49,63,38,50,3,1,4,42.25
68,19,62,92,2,3,12,58.75
61,21,45,24,4,1,0,26.55
89,12,23,13,0,5,10,39.3
84,32,34,90,6,2,0,39.6
56,23,82,86,5,8,12,58.65
54,93,34,61,3,6,5,56.25
41,56,50,34,1,4,2,45.7
66,47,59,75,3,3,1,53.05
25,47,30,81,1,1,10,45.25
51,63,20,88,4,1,6,43.35
40,42,85,70,2,5,0,57.0
66,83,18,21,1,7,3,48.15
92,21,52,56,5,2,10,44.55
86,56,89,31,2,8,12,71.5
50,58,30,35,6,0,10,30.5
32,85,71,20,3,3,10,52.85
73,23,28,10,5,1,11,24.55
82,72,42,92,4,4,11,64.1
30,25,71,10,3,1,0,28.85
65,63,54,87,2,0,8,61.35
58,72,41,91,0,6,10,69.9
83,43,73,34,2,5,7,58.55
92,93,20,14,3,3,8,49.35
36,75,42,23,5,7,8,40.25
45,87,50,43,6,1,3,41.65
67,76,92,58,1,6,11,79.4
62,48,28,22,5,0,7,28.2
57,75,44,85,0,5,2,65.35
55,33,51,54,0,2,3,48.45
68,40,74,16,6,3,3,37.9
51,80,68,72,6,7,8,59.6
63,78,24,35,2,8,6,50.7
88,88,36,94,0,2,10,75.8
93,28,47,45,2,6,4,50.5
25,51,63,74,2,8,12,58.85
71,52,72,38,0,1,3,58.7
71,49,65,16,1,0,4,48.65
68,43,75,11,5,3,0,38.95
36,51,27,71,1,6,1,45.05
58,84,55,99,3,6,0,66.2
86,22,62,61,3,4,9,53.7
32,39,49,71,1,0,8,46.55
63,48,44,58,5,8,2,44.3
58,44,94,22,4,0,1,45.7
35,37,67,54,6,2,9,38.25
64,58,29,100,4,4,0,49.2
71,52,22,90,3,6,6,52.1
67,92,76,44,1,2,9,71.6
26,47,65,67,1,0,9,51.85
78,81,65,39,6,6,4,54.95
49,67,64,22,0,2,3,53.25
52,13,95,60,3,4,5,52.35
22,30,55,100,5,2,12,43.5
83,71,72,31,5,3,5,54.55
22,44,20,61,4,0,1,24.1
46,95,34,22,2,4,0,45.75
64,85,29,81,4,7,10,59.55
32,54,69,60,5,8,9,51.0
55,53,27,30,4,1,9,33.65
68,19,45,73,1,1,10,49.75
49,50,61,18,3,6,10,46.5
68,68,58,11,6,4,4,40.4
76,77,70,17,2,5,5,60.35
84,74,17,32,5,5,3,39.8
83,22,86,93,3,4,9,66.7
31,15,81,63,1,2,5,48.45
29,52,41,81,5,5,10,43.8
80,29,86,69,4,8,5,61.75
82,52,42,45,2,4,5,51.7
80,56,72,58,6,8,8,58.6
47,44,56,28,0,8,11,54.7
53,48,94,58,6,1,2,49.2
90,69,55,55,4,4,1,56.45
90,70,47,27,5,5,6,49.5
87,66,39,55,0,2,3,59.7
66,22,49,29,6,2,12,31.8
46,41,38,42,5,0,0,26.75
24,65,67,92,3,5,3,57.55
41,12,64,38,5,2,10,32.1
83,87,74,10,1,6,4,66.85
61,28,30,93,1,6,1,49.6
30,17,15,55,4,2,2,18.35
51,29,33,27,5,7,0,25.85
57,30,68,22,5,8,0,37.6
49,35,64,36,1,8,2,49.85
86,44,42,76,4,1,8,50.8
28,10,48,48,2,0,1,27.6
88,34,18,49,3,4,7,40.5
53,85,56,98,6,3,1,56.15
35,55,83,23,0,0,1,50.75
47,90,45,54,4,2,9,52.3
31,47,45,15,2,7,1,35.55
91,71,57,64,3,5,1,62.85
62,24,31,79,3,0,12,42.0
67,93,54,80,3,5,9,69.85
33,64,62,33,5,6,4,42.1
53,73,34,38,5,4,4,39.35
50,25,32,71,1,4,8,44.75
26,24,78,16,2,5,12,42.8
25,20,19,83,5,2,12,27.4
61,27,31,23,6,5,11,27.35
88,61,53,56,4,8,3,57.85
26,15,64,25,3,5,2,30.65
30,29,91,78,0,2,11,63.25
47,67,58,28,3,0,2,42.65
52,70,75,16,4,2,8,49.2
49,52,18,35,2,3,4,34.6
53,94,71,61,5,7,9,65.2
58,61,61,41,5,3,7,46.75
65,25,52,28,1,3,4,42.35
66,38,86,37,5,2,7,48.5
54,19,88,80,6,8,8,53.35
78,93,29,50,6,2,11,49.65
87,59,38,84,6,6,8,54.15
28,31,92,64,1,4,4,56.45
78,45,28,43,5,1,2,33.15
51,18,86,15,6,0,10,33.5
56,41,29,38,5,1,1,26.55
92,80,49,57,4,2,7,59.6
91,10,51,94,0,3,10,62.2
41,66,34,53,0,4,8,52.7
91,19,44,22,2,1,7,39.85
58,31,23,91,3,7,0,42.55
77,67,56,82,6,3,0,52.75
58,32,32,72,4,3,11,41.5
64,18,68,10,6,2,1,26.8
49,15,73,66,4,5,9,47.15
95,29,57,78,1,4,0,59.65
58,62,37,13,3,1,9,38.6
36,80,31,38,4,6,3,40.4
74,83,39,56,1,8,6,65.35
48,92,89,58,2,7,9,76.0
66,56,37,66,5,1,1,40.3
61,72,49,66,5,7,2,52.2
46,49,95,38,4,6,2,53.35
81,80,53,68,1,2,8,68.8
59,64,35,32,5,8,6,41.6
86,62,41,78,2,0,2,56.6
74,66,31,77,0,8,7,65.9
25,81,22,68,4,4,1,39.15
93,24,50,26,6,5,8,37.8
45,73,84,74,5,0,10,59.75
60,60,22,92,5,7,5,47.6
75,30,83,86,1,0,2,63.1
27,29,26,37,3,5,3,25.85
56,72,83,92,2,8,7,77.4
53,89,94,13,6,8,3,56.55
26,19,49,77,4,6,10,39.85
21,53,64,13,3,1,10,37.55
69,79,42,14,2,5,2,48.95
72,85,66,56,0,2,5,70.75
47,58,15,24,0,2,7,38.3
76,86,50,19,2,7,10,61.1
34,49,78,49,5,2,7,44.85
63,89,57,74,5,4,8,61.45
54,36,91,81,3,2,11,62.9
26,47,78,39,4,5,11,47.65
87,51,30,31,5,1,2,34.65
40,39,44,54,1,0,3,40.75
67,58,53,48,1,6,0,55.7
84,71,95,15,0,1,9,71.35
30,18,80,42,0,8,6,52.3
74,78,68,23,5,6,12,57.6
42,74,91,48,6,5,2,53.8
94,29,91,54,3,1,10,62.45
22,63,23,98,5,6,11,44.45
86,91,51,83,0,2,2,74.45
95,26,94,28,5,7,12,58.4
53,92,93,46,2,4,2,69.9
76,70,24,78,0,6,10,65.3
22,21,72,12,2,3,11,36.55
57,42,43,34,3,1,3,36.4
85,51,79,18,4,5,4,53.05
46,69,76,23,0,5,5,60.35
51,34,68,17,4,0,8,36.5
77,83,47,29,1,4,2,57.75
33,44,53,19,5,7,5,32.9
42,17,55,70,0,7,4,50.75
88,45,74,82,0,7,11,78.55
77,90,33,27,6,7,9,48.3
90,87,49,87,5,3,9,66.25
29,60,85,80,5,3,2,53.2
92,22,47,73,0,7,1,58.7
63,11,83,13,1,3,12,48.75
57,58,46,100,3,1,6,56.0
91,71,45,31,4,3,3,49.55
40,65,85,91,6,1,11,59.25
85,14,89,85,3,2,5,60.8
57,87,49,84,3,7,0,62.75
78,37,25,91,4,3,11,48.45
60,57,41,29,1,2,11,48.95
95,83,61,83,0,7,9,84.75
70,47,27,96,5,6,11,50.85
66,86,87,57,1,5,4,75.7
30,50,25,60,2,1,11,39.3
56,54,82,61,1,0,4,61.0
68,17,44,62,5,4,9,38.65
84,43,90,59,4,7,3,63.45
42,71,22,27,5,5,2,30.65
43,61,44,64,4,6,9,49.15
37,31,88,13,2,8,0,45.55
89,34,26,42,3,8,1,41.9
88,68,45,52,4,6,6,56.3
35,69,22,13,1,8,11,42.85
85,32,93,45,0,4,4,67.1
20,77,38,30,3,8,9,44.05
24,34,27,26,1,8,5,33.0
65,84,64,90,5,3,3,62.6
82,56,48,70,4,7,10,59.4
91,20,58,26,1,3,9,50.2
81,67,42,85,3,1,7,59.35
60,53,29,31,0,6,8,48.95
37,41,26,42,6,1,11,25.15
45,67,78,56,1,3,12,66.25
64,51,27,60,4,0,9,40.15
90,80,80,50,6,3,0,59.4
74,48,90,84,5,8,10,69.5
65,66,86,43,0,3,5,68.8
71,75,44,80,2,2,4,60.75
51,19,74,50,1,1,4,47.45
29,43,55,59,2,5,12,49.85
61,21,57,69,3,0,6,43.85
74,67,34,71,0,3,7,61.85
65,33,20,28,5,3,0,22.75
81,41,19,20,5,6,10,33.45
69,68,83,27,1,7,5,66.7
53,51,28,78,1,0,0,44.85
65,36,38,47,3,0,1,35.8
20,64,51,65,2,3,2,46.7
34,16,28,57,4,8,5,29.5
81,94,38,35,3,6,0,55.4
42,34,26,19,5,2,2,18.6
44,68,59,69,5,0,8,48.8
36,20,29,19,3,1,12,24.0
86,51,95,76,4,3,0,66.05
31,53,95,98,4,7,12,69.15
53,90,58,92,5,3,10,63.8
34,30,39,100,4,6,4,42.8
36,79,92,66,6,2,3,55.85
58,58,63,25,6,1,9,40.3
69,68,66,80,2,0,9,66.1
43,69,37,42,0,5,6,52.35
80,50,30,32,2,7,12,50.5
47,43,73,96,4,7,5,59.35
92,63,54,88,6,1,9,58.25
26,32,54,85,1,0,3,45.4
39,69,50,10,6,6,2,32.85
66,76,38,13,2,0,2,42.2
23,70,73,81,2,1,5,58.5
76,85,74,22,2,7,5,66.15
93,21,49,82,2,5,6,56.95
26,51,47,85,5,5,12,46.55
40,14,75,91,0,0,8,56.2
20,45,24,73,4,4,5,32.75
91,81,62,23,5,0,1,49.65
54,82,35,19,3,1,9,43.4
95,13,49,97,6,5,5,47.85
76,93,51,96,4,2,1,65.05
81,92,39,21,2,8,3,58.0
33,33,75,60,2,2,12,51.95
34,75,47,39,3,4,4,45.15
52,91,70,33,0,3,0,63.15
68,62,46,35,6,5,4,40.9
42,25,86,90,5,0,10,50.95
39,24,71,16,5,2,6,30.4
68,39,90,27,3,7,2,54.85
83,92,61,87,0,0,3,76.8
33,88,72,63,5,2,9,56.4
94,47,61,95,1,0,1,65.85
52,87,70,64,1,7,1,69.55
71,61,25,56,4,5,4,44.15
55,18,50,63,2,1,7,42.4
81,54,23,13,5,1,9,32.0
44,64,48,51,0,5,10,58.4
34,21,52,10,3,3,0,24.55
77,62,51,93,0,4,6,71.0
62,79,41,63,4,2,11,54.15
23,33,60,36,5,1,6,29.35
85,66,91,20,1,5,9,70.8
64,22,20,45,1,1,12,37.6
73,62,74,66,1,2,0,64.6
27,89,82,47,5,6,4,55.95
83,42,40,67,0,0,7,56.0
56,78,82,69,2,5,12,74.1
52,17,21,16,4,0,10,19.15
86,60,44,37,4,6,5,50.1
76,35,21,14,3,0,4,27.55
82,61,16,54,0,3,1,50.15
58,25,43,50,3,0,2,34.25
62,14,72,85,3,0,11,52.5
69,89,30,67,5,5,3,51.45
49,69,81,73,4,2,9,62.05
43,36,78,66,2,5,1,53.7
63,31,33,51,1,7,0,43.55
38,47,68,44,0,8,9,59.45
93,46,52,32,4,8,12,54.5
