conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8abdc43c-2bfd-417c-97c2-27fcdaf53171,promote environmental awareness,released,skill/competence,cross-sector,encourage environmental awareness | endorse environmental awareness | promotion of environmental awareness | advocate environmental awareness | environmental awareness promotion | stimulate environmental awareness | promoting environmental awareness,Promote sustainability and raise awareness about the environmental impact of human and industrial activity based on the carbon footprints of business processes and other practices.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,adopt ways to reduce negative impact of consumption | advising on environmental issues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8b46636e-e201-4086-a8d5-049b65eaf40e,advise on use of land,released,skill/competence,cross-sector,guide the use of land | make recommendations on use of land | give advise on use of land | counsel on use of land,"Recommend the best ways to use land and resources. Advise on locations for roads, schools, parks, etc.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/414332e4-8347-4771-b947-65bd3801a620 | http://data.europa.eu/esco/skill/b036eb5c-6a48-45b9-b2c6-f42f9e336204,advise others | use consulting techniques | advising on business or operational matters
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bcf4ef0-edda-4f6a-a1ce-7defb1d324d6,perform water treatment procedures,released,skill/competence,sector-specific,perform a water treatment procedure | water treatment procedure operations | performing water treatment procedures | undertake water treatment procedures | complete water treatment procedures | implement water treatment procedures,"Perform operations such as filtering, sterilising, and dechlorinating in order to purify water for consumption and food production using different procedures and technologies such as micro-filtration, reverse osmosis, ozonation, carbon filtration, or ultraviolet (UV) light.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"operating petroleum, chemical or water processing systems or equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bdd25f8-4b6e-40fe-a2cf-c1badc594114,geology,released,knowledge,cross-sector,physical geography | processes of geology | geological processes | earth science | vulcanology | geological science | geomorphology | science of geology,"Solid earth, rock types, structures and the processes by which they are altered.",http://data.europa.eu/esco/skill/944e06e8-7b12-4064-9e72-d80cd6d0cbba | http://data.europa.eu/esco/isced-f/0532,Earth science | earth sciences
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8be4540d-db79-4213-8820-bda0d3fb74a7,aeroponics,released,knowledge,sector-specific,aeroponics cultivation | soil-less cultivation,The cultivation of plants without the use of an aggregate medium such as soil. The roots of plants are directly exposed to the surrounding air or mist and irrigated with nutrient solutions.,http://data.europa.eu/esco/isced-f/0812,horticulture
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c609e7c-5002-41a7-b629-0b98f132afb0,regulation on the discharge of raw materials into the sea,released,knowledge,occupation-specific,legal codes on the discharge of raw materials into the sea | regulation on the discharge of raw materials into the ocean | legislation on discharging raw materials into the sea in an environmentally friendly manner | legal requirements for discharging raw materials into the sea | environmental requirements for discharging raw materials into the sea | regulation on the release of raw materials into the ocean | legislation on discharging raw materials into the sea | regulation on the release of raw materials into the sea,"The environmental regulations for the discharge of raw materials into the sea, including the use of chemical disinfection and dechlorination to produce a clean and safe effluent suitable for discharging at sea.",http://data.europa.eu/esco/isced-f/0712,environmental protection technology
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c7707b3-cd9b-405a-b2e5-9df24172d4f9,monitor grounds,released,skill/competence,occupation-specific,grounds checking | grounds condition monitering | check grounds | monitering condition of grounds | grounds monitering | checking grounds | checking condition of grounds | moniter condition of grounds | check condition of grounds | grounds condition checking | monitering grounds,"Monitor grounds during special events to insure protection of the system, report condition of the grounds and loss of water or plants due to system malfunction.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,monitoring environmental conditions
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ca08a35-2d2e-46f5-b440-8fc8ce736287,apply precision farming,released,skill/competence,sector-specific,using precision farming methods | applying precision farming | precision farming methods using | use precision farming methods | precision farming applying,"Using modern technologies and equipment with high precision positioning systems, geo-mapping and/or automated steering systems for agricultural activities.",http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,operating agricultural or forestry equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ddd7e74-d187-48a1-9009-ff06b268f6cc,handle waste rock,released,skill/competence,occupation-specific,management of waste rock | managing of waste rock | managing waste rock | waste rock management | managing development waste | management of development waste | development waste management | manage waste rock | manage development waste | managing of development waste,Handle the waste materials collected during the development operations.,http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,disposing of non-hazardous waste or debris | manage waste
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df12fb1-7f41-4068-8d05-007e8fec8f33,conserve forests,released,skill/competence,sector-specific,forests restoring | forest conserving | restoring forests | restore forests | conserving forests | forest restoring | forests conserving,"Strive to conserve and restore forest structures, biodiversity and ecological functions.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,complying with environmental protection laws and standards
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df86db8-dfcd-414b-854f-ad1cdb18d733,communicate on the environmental impact of mining,released,skill/competence,sector-specific,lecturing on the environmental impact of mining | communication about the environmental impact of mining | communicating on the environmental impact of mining | communicate about the environmental impact of mining | lecture on the environmental impact of mining | lecturing about the environmental impact of mining | communicating about the environmental impact of mining | lecture about the environmental impact of mining,"Prepare talks, lectures, consultations with stakeholders and public hearings on environmental issues related to mining.",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303,advising on environmental issues | assess environmental impact
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e01e994-0e09-4fbb-a76b-7f615678cc7d,maintain biogas plant,released,skill/competence,occupation-specific,repair biogas plant | repairing biogas plant | biogas plant repairing | maintaining biogas plant | biogas plant maintaining,"Perform routine maintenance and repairs on equipment which treats energy crops and waste from farms, called anaerobic digesters. Ensure the equipment functions correctly in the transformation of biomass to biogas which is used for the generation of heat and electricity.",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,installing wooden and metal components
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f585def-6ade-41b3-b897-3d71fba4151d,alternative energy,released,knowledge,cross-sector,alternative energy sources,Sources of energy that do not originate from fossil fuels and have few greenhouse emissions.,http://data.europa.eu/esco/skill/1e38f5be-bb7d-42c5-8301-c16cf400f8ee | http://data.europa.eu/esco/isced-f/0713,energy | electricity and energy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f98653a-4aee-4619-91c7-0cdc2f8e225a,manage plans for the utilisation of organic by-products,released,skill/competence,occupation-specific,manage utilisation plans for organic by-products | implementing utilisation plan for organic by-products | managing utilisation plans for organic by-products | manage utilisation plan for organic by-products | implementing plans for the utilisation of organic by-products | manage plans for the utilization of organic by-products | managing utilisation plan for organic by-products | implement utilisation plan for organic by-products | implementing utilisation plans for organic by-products | implement plans for the utilisation of organic by-products | managing plans for the utilisation of organic by-products | implement utilisation plans for organic by-products,"Implement plans for the utilisation of organic by-products. Ensure that plans for the utilisation of organic by-products are in accordance with relevant legislation, codes of practice and cropping policies. Ensure that systems are in place to protect humans and animals from the dangers of working with organic by-products such as slurry gasses. Monitor the utilisation of organic by-products and take appropriate action if problems are identified.",http://data.europa.eu/esco/skill/a6c3bda0-c759-495e-b2c5-062b3abe2097,implementing new procedures or processes
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/901297b8-9f66-431b-a6ab-bc2235acf056,collect broken appliances,released,skill/competence,occupation-specific,collect goods for recycling | broken appliance collecting | collecting goods for recycling | collecting broken appliances | broken appliances collecting,"Collect or receive products which are no longer functional and cannot be repaired from households, organisations or collection facilities so that they can be sorted for disposal or recycling.",http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,sorting materials or products
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/90d04cf8-dcc1-45cf-93e1-a2eba80aed6f,hybrid vehicle architecture,released,knowledge,sector-specific,hybrid classification | hybrid vehicle | hydrogen vehicle | plug-in hybrid | hybrid buses | autoSAR hybrid vehicle architecture,"Hybrid vehicle nomenclature, classification and architectures including efficiency considerations. Pros and cons of series, parallel and power split solutions. It excludes the architecture and R&D in non plug-in hybrid vehicles.",http://data.europa.eu/esco/isced-f/0714,electronics and automation
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9263f0d8-7266-4782-b0ee-38f62656e97e,promote sustainable interior design,released,skill/competence,cross-sector,encourage sustainable interior design | endorse sustainable interior design | promoting sustainable interior designs | advocate sustainable interior design | promote sustainable interior designs | promote a sustainable interior design | stimulate sustainable interior design,Develop an environmental friendly interior design and promote the use of cost-effective and renewable materials.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,adopt ways to reduce negative impact of consumption | promote sustainability | designing structures or facilities
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/92e4064a-a93c-4e22-a63b-8da91757b90c,detect bottlenecks,released,skill/competence,cross-sector,identify congestion in the supply chain | recognise bottlenecks | identify bottlenecks | detect | detect supply chain impediments | identify bottlenecks in supply chains | notice bottlenecks | recognise blockages in the supply chain | identify supply chain impediments | detect bottlenecks in supply chains | recognise bottlenecks in supply chains | detect congestion in the supply chain | recognise supply chain congestion,Identify bottlenecks in the supply chain.,http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,monitoring operational activities
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9349f502-9c11-476c-957d-2e016790a2ee,coordinate waste management procedures,released,skill/competence,sector-specific,coordinating waste management procedures | waste management procedures coordinating | supervise waste management facility | waste management facility supervising | supervising waste management facility,"Coordinate the operations of a facility or organisation which deal with the management of waste, such as waste collection, sorting, recycling, and disposal, excluding waste incineration, in order to ensure optimal efficiency of operations, improve methods for waste reduction, and ensure compliance with legislation.",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94 | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,lead others | directing operational activities | manage waste
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/942edf03-a450-4261-b65c-9b447fdddc51,set up generators,released,skill/competence,cross-sector,prepare generators | set up generator | get generators ready | setting up generators,Install and operate generators as power supplies according to regulations and specifications.,http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"installing and repairing electrical, electronic and precision equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9438b0dc-062a-4893-b176-959706e4ae1e,use environmental friendly materials,released,skill/competence,cross-sector,use environmental friendly products | use materials which are environmental friendly | utilize environmental friendly materials | use environmental friendly material | using environmental friendly materials,Work with ecofriendly materials such as water based finishing materials systems or formaldehyde free adhesives.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,adopt ways to reduce negative impact of consumption | evaluate environmental impact of personal behaviour | complying with environmental protection laws and standards
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/94747ff4-603d-47d4-9780-bf53be41e190,inspect industrial equipment,released,skill/competence,cross-sector,industrial equipment checking | industrial equipment inspecting | inspecting industrial equipment | check industrial equipment | checking industrial equipment,"Inspect equipment used during industrial activities such as manufacturing or construction equipment in order to ensure that the equipment complies with health, safety, and environmental legislation.",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,installing wooden and metal components
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/956487a3-5b0b-4d03-8d0e-01e71fb65482,social bonds,released,knowledge,sector-specific,social benefit bonds | pay-for-success financing | social impact bonds | pay-for-success bonds,"A set of financial instruments that aim at raising capital for projects with positive social outcomes and that provide return on the investment upon the achievement of specific social policy goals. Social bonds are generally used to finance projects in areas such as affordable infrastructures, access to essential services, employment programmes, food security and sustainable food systems.",http://data.europa.eu/esco/isced-f/0412,"finance, banking and insurance"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9582094d-e08c-4df2-a6f1-7c321724f273,natural food resources,released,knowledge,occupation-specific,natural food resource | natural food reserves | natural food stores | natural foods resources | natural food supplies | natural foods resource,"The location, qualities, and preparations of safe, edible, and potable natural products, such as fruit, plants, meat, and fresh or recycled water.",http://data.europa.eu/esco/isced-f/0721,food processing
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/95bff246-c3ce-4181-a11b-e4363453c2f8,environmental management standards,released,knowledge,cross-sector,EMS | ISO 14000 | ISO 14001,The requirements for an organisation to implement the environmental management system in order to enhance its environmental performance such as ISO 14001.,http://data.europa.eu/esco/isced-f/0712,environmental protection technology
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96835f47-da71-415b-8cbf-d37386dc98d4,conduct environmental surveys,released,skill/competence,cross-sector,conduct surveys on risks to the environment | collect information on environmental risks through implementation of surveys | carry out environmental surveys | conduct environment surveys | gather data on environmental risks through conducting surveys | execute environmental surveys | undertake environmental surveys | conduct surveys on environmental risks | perform environmental surveys | collect data on environmental risks through implementation of surveys,Conduct surveys in order to collect information for analysis and management of environmental risks within an organisation or in a wider context.,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,conducting academic or market research
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96d549bb-3e62-4c45-92a7-f114df089581,analyse supply chain strategies,released,skill/competence,cross-sector,supply chain management | manage supply chain | improve supply chain | analyze supply chain strategies | examine supply chain strategies | analyse procurement strategies | analyse and improve supply chain strategies | analyse supplies' logistics | analyse supply chain,"Examine an organisation's planning details of production, their expected output units, quality, quantity, cost, time available and labour requirements. Provide suggestions in order to improve products, service quality and reduce costs.",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,think critically | show entrepreneurial spirit | analysing business operations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96d901a6-c931-4e8d-b685-a47e1deaaa1b,identify energy needs,released,skill/competence,sector-specific,identifying energy needs | determine energy needs | energy need determining | energy needs determining | energy need identifying | energy needs identifying | determining energy needs,"Identify the type and amount of energy supply necessary in a building or facility, in order to provide the most beneficial, sustainable, and cost-effective energy services for a consumer.",http://data.europa.eu/esco/skill/b917784a-d7c9-437c-be6e-0de41067fa62,estimating resource needs
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97725325-5287-4ebb-9f83-1ba2c38f465c,produce sustainable products,released,skill/competence,cross-sector,produce low-impact products | develop sustainable products | fabricate green products | manufacture sustainable products,"Manufacture goods in a sustainable manner throughout the product lifecycle which involves promoting social responsibility, conserving resources, and minimizing negative environmental impacts.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,complying with environmental protection laws and standards
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97902800-f9e0-4a73-8826-6cc42f874a18,green logistics,released,knowledge,cross-sector,ecologically friendly logistics | paradigms of green logistics | environmentally friendly logistics | environmentally conscious logistics | green logistics operations | green logistics paradigms | green logistics principles | ecologically conscious logistics | principles of green logistics | green logistics fundamentals,The approaches and activities aimed at minimising the ecological impact of logistics activities.,http://data.europa.eu/esco/isced-f/0413 | http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb,management and administration | logistics
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97b473ae-8535-498d-9999-cc77549c5e50,identify fitted source for heat pumps,released,skill/competence,sector-specific,select fitted source for heat pumps | select ideal source for heat pumps | choose fitted source for heat pumps | choose ideal source for heat pumps,"Determine available heat and energy sources choosing among different types of available heat sources, taking into account the influence of source temperature on energy efficiency.",http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67,developing objectives and strategies
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/982ccb23-102c-4d7a-a899-4df50a032def,install concentrated solar power systems,released,skill/competence,occupation-specific,fitting concentrated solar power systems | concentrated solar power systems fitting | concentrated solar power systems installing | install photovoltaic power station | concentrated solar power system fitting | installing concentrated solar power systems | concentrated solar power system installing,"Install systems which use reflective materials, such as lenses and mirrors, and tracking systems to concentrate sunlight into a beam, which powers an electrical power plant through its heat generation.",http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,"installing heating, ventilation and air conditioning equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/988f696e-01c9-4aa5-b024-4aa96505ee0c,operate water-heating equipment,released,skill/competence,sector-specific,tending equipment for water heating | operating water-heating equipment | tend water-heating equipment | water-heating equipment tending | operate equipment for water heating | tending water-heating equipment | tend equipment for water heating | water-heating equipment operating | operating equipment for water heating,"Operate water-heating equipment, such as electrical equipment, heat exchangers, heat pumps and solar heaters.",http://data.europa.eu/esco/skill/8bf9699c-f964-4e4b-ac3d-55aface09cbc,operating energy production or distribution equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9920e559-e66c-44a8-b853-bf5c66f123fe,supervise biofilter systems,released,skill/competence,occupation-specific,overseeing biofilter systems | bio-filter system supervising | oversee biofilter systems | supervise bio-filter systems | supervising biofilter systems | bio-filter system overseeing | biofilter systems overseeing | overseeing bio-filter systems | oversee bio-filter systems | biofilter system supervising | biofilter systems supervising | biofilter system overseeing | bio-filter systems supervising | bio-filter systems overseeing | supervising bio-filter systems,Supervise biofilter systems used to control water and air pollution.,http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,installing wooden and metal components
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/995f7d9c-45c9-4622-b704-739982ff9070,watershed development,released,knowledge,sector-specific,development of watershed | methods of watershed management | techniques of watershed development | management of watershed | methodologies in watershed management | methods of watershed development | techniques of watershed management | methodologies in watershed development,"The study of the relevant characteristics of a watershed aimed at the sustainable distribution of its resources and the process of creating and implementing plans, programs, and projects to sustain and enhance watershed functions that affect the plant, animal and human communities within a watershed boundary.",http://data.europa.eu/esco/isced-f/0732,building and civil engineering
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a354775-1a03-4258-a357-be4ab0a07465,establish green roof,released,skill/competence,sector-specific,vegetation on roof establishing | establishing vegetation on roof | establish vegetation on roof | green roof establishing | establishing green roof,"Establish vegetation on roofs, takinig into account water and drainage, filters and soil. Plant suitable grasses, and possibly bushes and trees. Establish the green roof with regards to health and safety regulations.",http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,designing structures or facilities
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b242812-7d88-4219-bac7-1195ecc4db51,recirculation systems,released,knowledge,sector-specific,kinds of recirculation systems | range of recirculation systems | types of recirculation systems | range of aeration and biofilter systems | typology of aeration and biofilter systems | kinds of aeration and biofilter systems | typology of recirculation systems | aeration and biofilter systems | types of aeration and biofilter systems,"The characteristics and functioning of complex circulation, aeration and biofilter systems.",http://data.europa.eu/esco/isced-f/0732,building and civil engineering
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b5aa426-7daa-4143-8d70-c3623e8c7e60,design window and glazing systems,released,skill/competence,sector-specific,design window and glazing systems for energy performance | design window and glazing systems for optimal confort | design optimal shading system | evaluate optimal shading system | design energy efficient solutions for window and glazing systems,Design window/glazing system for optimal comfort and energy performance. Evaluate and design optimal shading system and its control strategy.,http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,designing systems and products
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9be02d2d-9d45-400b-aa05-1e9aee7bd815,mini wind power generation,released,knowledge,sector-specific,wind generator | mini wind power | domestic wind turbines | mini wind turbines,"Mini wind turbines for electricity generation on-site (on roofs etc.), and their contribution to energy performance.",http://data.europa.eu/esco/skill/25fb676a-cf69-487d-a9c1-273c6f291b6a | http://data.europa.eu/esco/isced-f/0713,wind energy | electricity and energy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9c07b3e2-b919-4594-b6f2-e01df6e9390f,design microclimates in buildings,released,skill/competence,sector-specific,design of micro climate strategies in nzeb | design nzeb microclimate strategies | design of micro climates in nzeb | design microclimate strategies in buildings | design nzeb microclimates,"Discuss and evaluate climatic and local conditions on the site for application of optimal passive strategies (micro and macro climate). Combine several design strategies, including the main passive design strategies, and evaluate their performance as a whole building energy concept.",http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,designing systems and products
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ccb56ee-3d5f-4d48-8692-8f96fe1e4adb,solar absorption cooling system,released,knowledge,sector-specific,vapor absorption cooling | solar absorption cooling | solar cooling,Solar absorption cooling is a heat-activated cooling system based on a solution absorption process. It contributes to energy performance.,http://data.europa.eu/esco/isced-f/0713,electricity and energy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9cf2856d-0375-4ec3-a51f-7f9c82119859,maintain solar energy systems,released,skill/competence,cross-sector,test solar panel performance | solar energy systems maintenance | maintain solar panels | maintaining solar panels | maintenance of solar energy systems | maintain solar updraft tower | maintaining solar energy systems | repair solar panels,"Test the performance of the solar panels, read the measuring meters to check electricity indicators, identify and remedy malfunctions, and clean the panels if necessary.",http://data.europa.eu/esco/skill/ab75d510-ac75-482d-b671-bb3bad741f07 | http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"carry out work-related measurements | maintaining electrical, electronic and precision equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9d04490c-cea5-4765-a15e-99c46b543c1d,coordinate shipments of recycling materials,released,skill/competence,cross-sector,coordinating shipments of recycling materials | manage shipments of recycling materials | preserve shipments of recycling materials | coordinate a shipment of recycling materials | coordinate the shipment of recycling materials | control shipments of recycling materials | sustain shipments of recycling materials,Coordinate and oversee shipments of recycling materials. Communicate with processing companies and shipping brokers.,http://data.europa.eu/esco/skill/40f27736-0d98-4446-8234-11646e4f4bc3 | http://data.europa.eu/esco/skill/cfd5ab8f-ef8a-4877-8243-ddf17ac74604,oversee logistics of finished products | planning events and programmes
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9d3490b2-a0e6-415b-81a4-a3a4a63268b0,maintain plant health,released,skill/competence,sector-specific,sustaining health of plants | maintaining health of plants | sustain plant health | maintaining plant health | sustaining plant health | plant health maintaining | sustain health of plants | maintain health of plants | plant health sustaining,Manage and support overall plant health. Practice sustainable gardening techniques and integrated pest management in gardens both outdoor and indoor.,http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,cultivating land and crops
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9d75efb9-0c77-4f86-b5e7-99100808564a,pest control in plants,released,knowledge,cross-sector,typology of pest control in plants | biology of pests found in plants | types of pest found in plants | methods for pest control in plants | types of pest control in plants | typology of pest found in plants | techniques for pest control in plants | kinds of pests found in plants | features of pests found in plants,"Types and features of pests in plants and crops. Different kinds of pest control methods, activities using conventional or biological methods taking into account the type of plant or crop, environmental and climate conditions and health and safety regulations. Storage and handling of products.",http://data.europa.eu/esco/isced-f/0811,crop and livestock production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9da6f4ba-24a0-485f-bf66-3f632387dcd9,supervise aquaculture circulation system,released,skill/competence,occupation-specific,circulation and aeration systems monitoring | circulation and aeration systems supervising | monitoring circulation systems | supervise circulation and aeration systems | monitor circulation and aeration systems | circulation systems supervising | supervising circulation systems | supervising circulation and aeration | monitoring circulation and aeration | monitor circulation systems | circulation systems monitoring,Supervise circulation and aeration systems applying water chemistry analysis.,http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,installing wooden and metal components
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9dfab993-ecab-4292-9cb2-528a93eb3161,employ habitat survey techniques,released,skill/competence,sector-specific,employ techniques for habitat surveys | apply habitat survey methods | employ survey techniques for habitat | use habitat survey techniques,"Apply sampling strategies and employ a range of habitat survey techniques, such as Geographic Information Systems (GIS), Global Positioning Systems (GPS), aerial photography, records and maps.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,monitoring environmental conditions
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ecd4016-b9de-480d-8ec3-9881644f0eda,use sound measuring instruments,released,skill/competence,occupation-specific,apply sound measuring instruments | sound measuring instrument use | using sound measuring instruments | employ sound measuring instruments | operate sound measuring instruments,Operate instruments such as transducers and sound level meters to measure noise levels in an environment in order to prevent noise pollution.,http://data.europa.eu/esco/skill/c8f4aad2-ea23-49a2-9708-a6049c2d28ce | http://data.europa.eu/esco/skill/b92758d4-4591-4df1-9ceb-f907aa71ebd9,using precision measuring equipment | use measurement instruments
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f719da2-5ba8-46b8-b20b-3d5f59208f49,solar panel mounting systems,released,knowledge,sector-specific,solar panel mounts | mounting systems for solar panels | solar panels | tracking mounts | ballasted mounts | mounts for solar panels | systems for mounting solar panels | pole mounts,"Different ways of setting up solar panels, such as pole mounting, where the panels are fixed to a surface, ballasted mounting, where weights are used to keep the panels in place, and solar tracking, where panels are mounted on a moving surface in order to follow the sun through the sky for optimal insolation.",http://data.europa.eu/esco/isced-f/0713,electricity and energy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f763ac3-1d6c-48d2-ab54-324b1b144f40,manage air quality,released,skill/competence,cross-sector,managing air quality | maintain air quality | management of air quality | maintenance of air quality | managing of air quality | air quality maintenance | air quality management | maintaining air quality,"Monitoring, audit and management of air quality, including remedial measures.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,monitoring environmental conditions
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a118a699-7258-48d1-bc45-45fc04f792c8,ingredient threats,released,knowledge,sector-specific,threat to an ingredient | ingredient threat | ingredient faults | threats to ingredients | ingredient problems | ingredients risks,"Ingredients and potential risks which could damage humans, the flora and the fauna. Functions in ingredient formulas.",http://data.europa.eu/esco/isced-f/0721,food processing
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a2723f98-0fb2-469b-8c79-7ad2d0f73660,handle mining plant waste,released,skill/competence,sector-specific,handling waste from mining plant | disposal of mining plant waste | handling mining plant waste | mining plant waste handling | handle waste from mining plant | mining plant waste disposal | disposing of mining plant waste | dispose of mining plant waste | handling of mining plant waste,"Make sure mining plant waste is disposed of safely, efficiently, and in an environmentally sound manner.",http://data.europa.eu/esco/skill/2fb4b423-c1e4-407d-ba48-38032d8dcda2 | http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,manage waste rock | disposing of non-hazardous waste or debris
