conceptType,conceptUri,code,preferredLabel,greenShare
Occupation,http://data.europa.eu/esco/occupation/7db415ec-0437-4a5e-95ea-622ea9f13dd0,3122.4.10,metal production supervisor,0.0232558139534883
Occupation,http://data.europa.eu/esco/occupation/432cd69f-6323-4147-94f2-342de3cb0a65,3122.4.11,optical instrument production supervisor,0.0
Occupation,http://data.europa.eu/esco/occupation/6ebe4e2e-7deb-4923-8b47-ca6fc03fa13a,3122.4.12,paper mill supervisor,0.0263157894736842
Occupation,http://data.europa.eu/esco/occupation/4568a282-3904-4dfc-a6ec-e847b3ca90e8,3122.4.13,plastic and rubber products manufacturing supervisor,0.03125
Occupation,http://data.europa.eu/esco/occupation/16bf6d6f-64ec-4f80-9070-f81a7b179d53,3122.4.14,precision mechanics supervisor,0.0
Occupation,http://data.europa.eu/esco/occupation/4b536ea7-ebac-4f75-8356-94eb639f1ecc,3122.4.15,print studio supervisor,0.0
Occupation,http://data.europa.eu/esco/occupation/bdfd018a-aae1-407e-a88c-471e50b0695d,3122.4.16,wood production supervisor,0.0227272727272727
Occupation,http://data.europa.eu/esco/occupation/40517ed4-2769-4283-a15b-4b0d939bd2d3,3122.4,production supervisor,0.0465116279069767
Occupation,http://data.europa.eu/esco/occupation/139fba7b-6c1f-40ee-8acf-78f97e57c905,3122.5,waste management supervisor,0.266666666666666
ISCO level 4,http://data.europa.eu/esco/isco/C3122,3122,Manufacturing supervisors,0.04557844234900579
Occupation,http://data.europa.eu/esco/occupation/046574a1-9bb3-4a80-8a7b-83dc7db1dae2,3123.1.1,bricklaying supervisor,0.0925925925925925
Occupation,http://data.europa.eu/esco/occupation/05ebeb56-6ceb-488d-ba91-ed15088efc8e,3123.1.2,bridge construction supervisor,0.0181818181818181
Occupation,http://data.europa.eu/esco/occupation/87580fa5-39d2-4b7e-9274-b744e684f17c,3123.1.3,carpenter supervisor,0.0833333333333333
Occupation,http://data.europa.eu/esco/occupation/20db07fc-cc02-46aa-a4fc-b3c73ba8fa8f,3123.1.4,concrete finisher supervisor,0.0909090909090909
Occupation,http://data.europa.eu/esco/occupation/6a67114c-60a3-4cec-af26-c7df6fe6e9b5,3123.1.5,construction painting supervisor,0.0612244897959183
Occupation,http://data.europa.eu/esco/occupation/2ea3070e-3d0b-4de6-b5bd-fe4a04649b04,3123.1.6,construction scaffolding supervisor,0.0208333333333333
Occupation,http://data.europa.eu/esco/occupation/b206a740-c7eb-407d-9cdb-93502368c4d8,3123.1.7,crane crew supervisor,0.0238095238095238
Occupation,http://data.europa.eu/esco/occupation/9defc0f8-3eed-4a56-80e1-d534983aff4f,3123.1.8,demolition supervisor,0.137254901960784
Occupation,http://data.europa.eu/esco/occupation/57d1be2e-c476-43fb-b014-fa58602cac95,3123.1.9,dismantling supervisor,0.2
Occupation,http://data.europa.eu/esco/occupation/71e4891f-48a6-435f-8897-208969fb4e44,3123.1.10,dredging supervisor,0.0714285714285714
Occupation,http://data.europa.eu/esco/occupation/8862c29b-3810-4fbc-85c7-c9ee87535f73,3123.1.11,electrical supervisor,0.0526315789473684
Occupation,http://data.europa.eu/esco/occupation/ceb9910a-1174-4926-82c9-5afee2bd3702,3123.1.12,glass installation supervisor,0.0566037735849056
Occupation,http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,3123.1.13,insulation supervisor,0.2631578947368421
Occupation,http://data.europa.eu/esco/occupation/2e85b540-4a92-47f3-bc8c-0699c51692d1,3123.1.14,lift installation supervisor,0.02
Occupation,http://data.europa.eu/esco/occupation/18fbb1f8-eceb-4bf4-8fc7-932b8f6130cd,3123.1.15,paperhanger supervisor,0.0222222222222222
Occupation,http://data.europa.eu/esco/occupation/aecb033a-2be8-459c-bbdc-87bbae922894,3123.1.16,plastering supervisor,0.02
Occupation,http://data.europa.eu/esco/occupation/0763c810-8ac6-4e39-867d-780a11af26e0,3123.1.17,plumbing supervisor,0.0408163265306122
Occupation,http://data.europa.eu/esco/occupation/1e55f5e3-2f02-434b-997b-9a9f3eb745e8,3123.1.18,power lines supervisor,0.0232558139534883
Occupation,http://data.europa.eu/esco/occupation/2a226be5-6157-49e9-bd4b-e3b46d55c082,3123.1.19,rail construction supervisor,0.02
Occupation,http://data.europa.eu/esco/occupation/7c205166-d862-45fc-90e5-58a3aa3721dd,3123.1.20,road construction supervisor,0.0175438596491228
Occupation,http://data.europa.eu/esco/occupation/66dc9349-6ca3-4ce4-9865-40686234d752,3123.1.21,roofing supervisor,0.14
Occupation,http://data.europa.eu/esco/occupation/2b318e09-1a5d-4d7f-85a7-fe78945fe917,3123.1.22,sewer construction supervisor,0.0188679245283018
Occupation,http://data.europa.eu/esco/occupation/a603fdd9-31e7-424a-883a-e9f6bf88085a,3123.1.23,structural ironwork supervisor,0.0178571428571428
Occupation,http://data.europa.eu/esco/occupation/8249697a-3dc8-417d-9acf-3a7e0864069a,3123.1.24,terrazzo setter supervisor,0.0222222222222222
Occupation,http://data.europa.eu/esco/occupation/18cff178-4ef0-46c9-a6e5-f6f38179cdcb,3123.1.25,tiling supervisor,0.02
Occupation,http://data.europa.eu/esco/occupation/60d77070-2cf4-4883-b44d-91e8ce54db86,3123.1.26,water conservation technician supervisor,0.113636363636363
Occupation,http://data.europa.eu/esco/occupation/0dd7e6cd-2e5a-4fae-9ce0-6a3622d4019f,3123.1,construction general supervisor,0.145833333333333
Occupation,http://data.europa.eu/esco/occupation/e575efca-c3e4-43fe-8c46-327d310f795e,3123.2,underwater construction supervisor,0.0172413793103448
ISCO level 4,http://data.europa.eu/esco/isco/C3123,3123,Construction supervisors,0.0654091961020441
ISCO level 3,http://data.europa.eu/esco/isco/C313,313,Process control technicians,0.16631771262619352
Occupation,http://data.europa.eu/esco/occupation/47af27c4-5b45-4cce-ba01-4e96f8cf97b9,3131.1,offshore renewable energy plant operator,0.34782608695652173
Occupation,http://data.europa.eu/esco/occupation/a32187fa-bc37-4fc2-8e89-296632bfc271,3131.2,onshore wind farm technician,0.203389830508474
Occupation,http://data.europa.eu/esco/occupation/74332fd0-4a50-464e-9116-98fa9b8127ac,3131.3.1,electrical power distributor,0.111111111111111
Occupation,http://data.europa.eu/esco/occupation/7cdeb653-8f3d-4921-832b-b95f9d700a86,3131.3.2,electrical transmission system operator,0.161290322580645
Occupation,http://data.europa.eu/esco/occupation/16b974f4-cb8c-436c-8c05-a16957c40131,3131.3.3,fossil-fuel power plant operator,0.13953488372093
Occupation,http://data.europa.eu/esco/occupation/c3959398-a5d7-4b26-abcf-ef7af87e5822,3131.3.4,geothermal power plant operator,0.222222222222222
Occupation,http://data.europa.eu/esco/occupation/12938d1a-eeb2-4b1e-a22b-f0bebeadfb73,3131.3.5,hydroelectric plant operator,0.36
Occupation,http://data.europa.eu/esco/occupation/b2eacfdf-5de5-4e8c-a8cb-3d32e201c210,3131.3.6,nuclear reactor operator,0.09090909090909091
Occupation,http://data.europa.eu/esco/occupation/f33a70bd-c5b6-495d-8e0c-5e2c6e56d93e,3131.3.7,power plant control room operator,0.111111111111111
Occupation,http://data.europa.eu/esco/occupation/6d823dbb-4008-4fb7-b98d-f9d934478647,3131.3.8,solar power plant operator,0.241935483870967
Occupation,http://data.europa.eu/esco/occupation/aac62c63-b6bf-4387-8ba3-75a487f25824,3131.3.9,steam turbine operator,0.0666666666666666
Occupation,http://data.europa.eu/esco/occupation/72381086-cb6e-455e-a40b-ccb26550aab6,3131.3,power production plant operator,0.158730158730158
ISCO level 4,http://data.europa.eu/esco/isco/C3131,3131,Power production plant operators,0.18456058069899142
Occupation,http://data.europa.eu/esco/occupation/3e626058-f669-4503-84ec-6ae1a6077a61,3132.1,incinerator operator,0.06666666666666667
Occupation,http://data.europa.eu/esco/occupation/1b48fbd2-688f-4ba9-b430-86b2ae273724,3132.2,liquid waste treatment plant operator,0.580645161290322
Occupation,http://data.europa.eu/esco/occupation/fd6a1c18-b0ff-419f-a36a-e05957452d55,3132.3,solid waste operator,0.7
Occupation,http://data.europa.eu/esco/occupation/d43e9693-7087-412c-b54c-e9068012630a,3132.4,wastewater treatment operator,0.484848484848484
Occupation,http://data.europa.eu/esco/occupation/d99e2022-cbe1-4aaa-8f9d-7db129d61f0c,3132.5,wastewater treatment technician,0.333333333333333
Occupation,http://data.europa.eu/esco/occupation/7f800e7d-9d86-406a-9116-b5eca7526869,3132.6,water plant technician,0.4
Occupation,http://data.europa.eu/esco/occupation/1ab184b6-de00-4476-ba1d-c6a71c668be3,3132.7,water treatment systems operator,0.290322580645161
ISCO level 4,http://data.europa.eu/esco/isco/C3132,3132,Incinerator and water treatment plant operators,0.4079737466834238
Occupation,http://data.europa.eu/esco/occupation/235ce16a-1ef7-4535-a82e-e371213c392b,3133.1.1,air separation plant operator,0.04
Occupation,http://data.europa.eu/esco/occupation/6eb85dd0-1188-4081-bf54-1345fb5de3ca,3133.1.2,biogas technician,0.25
Occupation,http://data.europa.eu/esco/occupation/b21aac17-8237-4264-bc2c-0e315346fd8f,3133.1.3,chemical plant control room operator,0.0625
Occupation,http://data.europa.eu/esco/occupation/cbdbe324-81fe-48da-a8f7-0106dd94a05b,3133.1.4,gas processing plant supervisor,0.073170731707317
Occupation,http://data.europa.eu/esco/occupation/f1c8c186-bef9-4d72-9257-90fc4f992ab7,3133.1.5,gas station operator,0.0
Occupation,http://data.europa.eu/esco/occupation/a241eff8-309b-43ae-8890-ac4cfbd3067c,3133.1,chemical processing plant controller,0.1
ISCO level 4,http://data.europa.eu/esco/isco/C3133,3133,Chemical processing plant controllers,0.08761178861788617
Occupation,http://data.europa.eu/esco/occupation/47ae3ed9-e03c-450e-9ea8-aab317545adc,3134.1,gas processing plant control room operator,0.0
Occupation,http://data.europa.eu/esco/occupation/d26a941d-443a-4301-a648-3cb3a4427775,3134.2,gas processing plant operator,0.0571428571428571
Occupation,http://data.europa.eu/esco/occupation/217e7ae2-605d-4225-afd2-6319c2408116,3134.3,oil refinery control room operator,0.0
Occupation,http://data.europa.eu/esco/occupation/026a5233-cad9-4b1d-8852-22c2685ab34e,3134.4,petroleum pump system operator,0.0
Occupation,http://data.europa.eu/esco/occupation/7afeee90-5672-470d-b061-24ffaafb2fc9,3134.5,refinery shift manager,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3134,3134,Petroleum and natural gas refining plant operators,0.01142857142857142
Occupation,http://data.europa.eu/esco/occupation/528e63a7-91be-4477-be2f-69ce82deb726,3135.1,metal furnace operator,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3135,3135,Metal production process controllers,0.0
Occupation,http://data.europa.eu/esco/occupation/f444e8ec-5eed-4777-866e-7127aa06ce4f,3139.1.1,clothing process control technician,0.105263157894736
Occupation,http://data.europa.eu/esco/occupation/869e3a85-6e4c-4e3c-b14f-a8399c1abd2d,3139.1,automated assembly line operator,0.0
Occupation,http://data.europa.eu/esco/occupation/5001506f-dd7d-4801-92ac-6f7e93b45133,3139.2,industrial robot controller,0.0
Occupation,http://data.europa.eu/esco/occupation/d0d7d777-073f-4c33-8f27-1d4a0e8e626f,3139.3,pulp control operator,0.0625
ISCO level 4,http://data.europa.eu/esco/isco/C3139,3139,Process control technicians not elsewhere classified,0.041940789473684
ISCO level 3,http://data.europa.eu/esco/isco/C314,314,Life science technicians and related associate professionals,0.15224417708719104
Occupation,http://data.europa.eu/esco/occupation/0da75680-fbf9-44d8-802a-ac12eb425a34,3141.1,biotechnical technician,0.162790697674418
Occupation,http://data.europa.eu/esco/occupation/f3b99acc-b212-45cf-bb4f-7b83cc6f0d71,3141.2.1,bacteriology technician,0.048780487804878
Occupation,http://data.europa.eu/esco/occupation/95324a4a-a5ea-4d89-8ede-4422ccb46a28,3141.2.2,biochemistry technician,0.0454545454545454
Occupation,http://data.europa.eu/esco/occupation/31cc4199-703c-4f8a-9b46-a2070a6d35df,3141.2.3,biology technician,0.117647058823529
Occupation,http://data.europa.eu/esco/occupation/2c5ae1b4-c3ca-4882-b7ce-e346ae5b5b00,3141.2.4,botanical technician,0.288888888888888
Occupation,http://data.europa.eu/esco/occupation/ff4c28e2-66b1-4ae7-9053-fba8ec3428be,3141.2.5,zoology technician,0.128205128205128
Occupation,http://data.europa.eu/esco/occupation/4fef1907-cf82-413b-841a-02ef57e299a6,3141.2,scientific laboratory technician,0.0120481927710843
ISCO level 4,http://data.europa.eu/esco/isco/C3141,3141,Life science technicians (excluding medical),0.11483071423178151
Occupation,http://data.europa.eu/esco/occupation/f9cbdeb4-1559-4d45-b2d7-edf8aebe400b,3142.1.1,aquaculture quality supervisor,0.166666666666666
Occupation,http://data.europa.eu/esco/occupation/ac036ea7-883a-4265-96d5-c02bbe6667e1,3142.1.2,aquaculture site supervisor,0.16666666666666666
Occupation,http://data.europa.eu/esco/occupation/b9e51ff4-d7fb-4653-bc72-65086ffc6e65,3142.1.3,viticulture adviser,0.310344827586206
Occupation,http://data.europa.eu/esco/occupation/1f8314c2-01bd-4af4-babc-04d7034591b8,3142.1,agricultural technician,0.116279069767441
ISCO level 4,http://data.europa.eu/esco/isco/C3142,3142,Agricultural technicians,0.18998930767174493
Occupation,http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93,3143.1,forestry technician,0.263157894736842
ISCO level 4,http://data.europa.eu/esco/isco/C3143,3143,Forestry technicians,0.263157894736842
ISCO level 3,http://data.europa.eu/esco/isco/C315,315,Ship and aircraft controllers and technicians,0.022063144524418547
Occupation,http://data.europa.eu/esco/occupation/340b04fd-6312-47e5-80ff-28222a343864,3151.1,fisheries engineering technician,0.107142857142857
Occupation,http://data.europa.eu/esco/occupation/cd19e8d1-6abd-4c99-a9bb-85e7c30aca31,3151.2,marine chief engineer,0.0869565217391304
Occupation,http://data.europa.eu/esco/occupation/9dbbeb2c-0d51-4c03-8ef6-8dfa7360db22,3151.3,ship assistant engineer,0.0303030303030303
Occupation,http://data.europa.eu/esco/occupation/6ce86c90-36cc-43ef-a1e0-885d8151f976,3151.4,ship duty engineer,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3151,3151,Ships’ engineers,0.05610060229625442
Occupation,http://data.europa.eu/esco/occupation/e3df1f82-3df9-41e5-8487-635e184653d1,3152.1,deck officer,0.0357142857142857
Occupation,http://data.europa.eu/esco/occupation/6474e4d4-e3a6-4e88-83ee-971ebbf954e9,3152.2,helmsman,0.0266666666666666
Occupation,http://data.europa.eu/esco/occupation/1ff5cf0d-e81f-4287-ba00-096816b16777,3152.3,maritime pilot,0.0
Occupation,http://data.europa.eu/esco/occupation/f2a416b8-c7e4-49ee-964d-a49f6af79b84,3152.4,ship captain,0.075
Occupation,http://data.europa.eu/esco/occupation/ee646fa1-3f09-4e43-9275-3aa958ca00ae,3152.5,skipper,0.0476190476190476
Occupation,http://data.europa.eu/esco/occupation/17e39591-7137-4960-94c8-8169f7a5d67b,3152.6,officer of the watch,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3152,3152,Ships' deck officers and pilots,0.030833333333333313
Occupation,http://data.europa.eu/esco/occupation/81a1e1f5-cce3-444d-bfc3-9771236d57cd,3153.1,aircraft maintenance engineer,0.0
Occupation,http://data.europa.eu/esco/occupation/807a1ac3-4f56-41f3-a68c-d653d558eb0a,3153.2.1,co-pilot,0.0192307692307692
Occupation,http://data.europa.eu/esco/occupation/522c55ca-ee4a-407d-9fc6-f810c5266523,3153.2.2.1,airline transport pilot,0.0
Occupation,http://data.europa.eu/esco/occupation/523ab5a0-5e72-418d-9d61-a6126a446123,3153.2.2,commercial pilot,0.0
Occupation,http://data.europa.eu/esco/occupation/b3b32930-05f0-4b2e-93bf-34d1e3f89a3b,3153.2.3,flight instructor,0.0
Occupation,http://data.europa.eu/esco/occupation/476420bb-2577-4f79-ad32-186f19c4fd02,3153.2.4,helicopter pilot,0.0
Occupation,http://data.europa.eu/esco/occupation/8a42240b-2b5c-4f6f-8787-f0547fbc46c5,3153.2.5,private pilot,0.0
Occupation,http://data.europa.eu/esco/occupation/d48d4949-73a2-40d7-8350-329cda6b5a9a,3153.2.6,second officer,0.0
Occupation,http://data.europa.eu/esco/occupation/9a4ba556-e72b-49c2-834c-d6a03a2fc906,3153.2,aircraft pilot,0.0113636363636363
Occupation,http://data.europa.eu/esco/occupation/d4edb527-2e5d-440c-9f8c-cd5caa9cc4d6,3153.3,astronaut,0.032258064516129
Occupation,http://data.europa.eu/esco/occupation/27a88c48-1d09-4a8c-a82a-a61ea16476d9,3153.4,drone pilot,0.078125
ISCO level 4,http://data.europa.eu/esco/isco/C3153,3153,Aircraft pilots and related associate professionals,0.012816133646412226
Occupation,http://data.europa.eu/esco/occupation/4be03a63-0423-4e50-acbf-aec405bb0741,3154.1.1,aeronautical information service officer,0.0
Occupation,http://data.europa.eu/esco/occupation/f470b785-643c-46f9-8b31-6085427ab7b8,3154.1.2,aeronautical information specialist,0.0
Occupation,http://data.europa.eu/esco/occupation/9967986b-570d-4db1-a179-aad7d1623ea8,3154.1.3,airport operations officer,0.0158730158730158
Occupation,http://data.europa.eu/esco/occupation/3c2da05f-eb24-41f7-8307-46c96660fee0,3154.1,air traffic controller,0.0
Occupation,http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074,3154.2,aviation inspector,0.0333333333333333
Occupation,http://data.europa.eu/esco/occupation/e53e1bd8-7316-4fab-9338-c6a66f50e5b7,3154.3,flight operations officer,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3154,3154,Air traffic controllers,0.008201058201058183
Occupation,http://data.europa.eu/esco/occupation/0022f466-426c-41a4-ac96-a235c945cf97,3155.1,air traffic safety technician,0.0181818181818181
ISCO level 4,http://data.europa.eu/esco/isco/C3155,3155,Air traffic safety electronics technicians,0.0181818181818181
ISCO level 3,http://data.europa.eu/esco/isco/C321,321,Medical and pharmaceutical technicians,0.0023041474654377854
Occupation,http://data.europa.eu/esco/occupation/57a73b7c-cf10-4852-b067-c25833fa149e,3211.1,clinical perfusion scientist,0.0
Occupation,http://data.europa.eu/esco/occupation/e139b0a3-3bc5-4c33-bfbf-51ac20ac12fa,3211.2,radiation therapist,0.0161290322580645
ISCO level 4,http://data.europa.eu/esco/isco/C3211,3211,Medical imaging and therapeutic equipment technicians,0.00806451612903225
Occupation,http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,3212.2,medical laboratory assistant,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3212,3212,Medical and pathology laboratory technicians,0.0
Occupation,http://data.europa.eu/esco/occupation/c1a86d6d-7785-43e1-994b-958eba58fff7,3213.1,pharmacy assistant,0.0
Occupation,http://data.europa.eu/esco/occupation/82b5c6dc-6a4d-4415-80d8-5cfedfc54de7,3213.2,clinical trial assistant,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3213,3213,Pharmaceutical technicians and assistants,0.0
Occupation,http://data.europa.eu/esco/occupation/521bbfd5-c179-46e3-879b-e74bd6db367c,3214.1,audiology technician,0.0
Occupation,http://data.europa.eu/esco/occupation/929b5c9d-2fbf-44f2-980d-2ac6c0dc212f,3214.3,prosthetist-orthotist,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3214,3214,Medical and dental prosthetic technicians,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C322,322,Nursing and midwifery associate professionals,0.0
Occupation,http://data.europa.eu/esco/occupation/30194ac4-93b8-4450-8a15-f6f7cbe351cb,3222.1,maternity support worker,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3222,3222,Midwifery associate professionals,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C323,323,Traditional and complementary medicine associate professionals,0.0
Occupation,http://data.europa.eu/esco/occupation/463558cd-6e02-43a8-a675-d4e65af70431,3230.1,herbal therapist,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3230,3230,Traditional and complementary medicine associate professionals,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C324,324,Veterinary technicians and assistants,0.029923452295166898
Occupation,http://data.europa.eu/esco/occupation/289c7385-2342-4a4e-b0b1-7b2e977aea79,3240.1,alternative animal therapist,0.0425531914893617
Occupation,http://data.europa.eu/esco/occupation/15cc27b1-7358-48ed-9fb8-69ffe9f1fc98,3240.2.1,animal artificial insemination technician,0.0227272727272727
Occupation,http://data.europa.eu/esco/occupation/319f9864-7f13-4b0c-a827-d50295e239ad,3240.2.2,animal embryo transfer technician,0.0294117647058823
Occupation,http://data.europa.eu/esco/occupation/32ef07df-1b0a-439a-916e-8289eb9f4895,3240.2.3,equine dental technician,0.0333333333333333
Occupation,http://data.europa.eu/esco/occupation/24f1eb3a-e99c-4c38-9bda-ba2ba6bf9fa4,3240.2.4,veterinary nurse,0.0333333333333333
Occupation,http://data.europa.eu/esco/occupation/99ebf2c2-1811-4c77-b2e6-7008cba29ea0,3240.2,veterinary technician,0.0181818181818181
ISCO level 4,http://data.europa.eu/esco/isco/C3240,3240,Veterinary technicians and assistants,0.029923452295166898
ISCO level 3,http://data.europa.eu/esco/isco/C325,325,Other health associate professionals,0.07007834005666401
Occupation,http://data.europa.eu/esco/occupation/bdc74965-1d1a-4f8e-a490-9cf71f494e02,3251.1,dental chairside assistant,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3251,3251,Dental assistants and therapists,0.0
Occupation,http://data.europa.eu/esco/occupation/6219f0ef-6414-4d01-9221-41ac25dcb409,3252.1.1,clinical coder,0.0
Occupation,http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,3252.1,medical records clerk,0.0
Occupation,http://data.europa.eu/esco/occupation/983c2816-a339-4817-97f4-151a9ff3e64d,3252.2,medical records manager,0.0
Occupation,http://data.europa.eu/esco/occupation/32ac76f6-20a0-469e-8cac-e68634087dd3,3252.3,picture archiving and communication systems administrator,0.0
Occupation,http://data.europa.eu/esco/occupation/92be1fac-97c4-4d4d-ada7-f6aa07d6f316,3252.4,waiting list coordinator,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3252,3252,Medical records and health information technicians,0.0
Occupation,http://data.europa.eu/esco/occupation/b560456a-bc4d-41a9-94c8-bf8636147246,3253.1.1,first aid instructor,0.0
Occupation,http://data.europa.eu/esco/occupation/c7ad889f-10fc-4346-b740-bd479ad82b47,3253.1,community health worker,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3253,3253,Community health workers,0.0
Occupation,http://data.europa.eu/esco/occupation/1084e2d6-b153-4090-8065-c9231f71d4f0,3254.1.1,optical technician,0.0
Occupation,http://data.europa.eu/esco/occupation/6e0e068b-cd5c-4400-8899-54056087fa14,3254.1,optician,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3254,3254,Dispensing opticians,0.0
Occupation,http://data.europa.eu/esco/occupation/9487f835-b5a9-4742-8ecf-35520911e28c,3255.1,massage therapist,0.0
Occupation,http://data.europa.eu/esco/occupation/f88124d7-ee7e-4d21-9036-0658b496c119,3255.2,physiotherapy assistant,0.0
Occupation,http://data.europa.eu/esco/occupation/b01affdd-c8a9-4121-bc50-a5be17f014eb,3255.3,shiatsu practitioner,0.0
Occupation,http://data.europa.eu/esco/occupation/ceda6443-e1dd-4890-b018-42318e3abac2,3255.4,sophrologist,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3255,3255,Physiotherapy technicians and assistants,0.0
Occupation,http://data.europa.eu/esco/occupation/0c041d1e-1841-4acb-b0a1-2c387a61bf65,3256.1,doctors' surgery assistant,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3256,3256,Medical assistants,0.0
Occupation,http://data.europa.eu/esco/occupation/a092cb70-f3e3-4224-98a3-b97c0114de77,3257.1,environmental health inspector,0.243243243243243
Occupation,http://data.europa.eu/esco/occupation/c872187a-079b-413b-8503-7b5dd92abb88,3257.2,food regulatory advisor,0.0348837209302325
Occupation,http://data.europa.eu/esco/occupation/7d8b3c73-20f8-467e-91e4-00378673a2cd,3257.3,food safety inspector,0.0
Occupation,http://data.europa.eu/esco/occupation/b3867d0a-e902-4d88-b0c2-3e0d2cf35c83,3257.4.1,hazardous materials inspector,0.589743589743589
Occupation,http://data.europa.eu/esco/occupation/de0856fe-21fa-46d6-88ee-f99d3b4946bc,3257.4.2,hazardous waste inspector,0.787878787878787
Occupation,http://data.europa.eu/esco/occupation/a41acf2b-fb87-496f-aec3-7c5fdc5e9211,3257.4,industrial waste inspector,0.484848484848484
Occupation,http://data.europa.eu/esco/occupation/43d49e27-302b-439d-bce6-86555527edb5,3257.5.1,healthcare inspector,0.0
Occupation,http://data.europa.eu/esco/occupation/673f3266-ab1a-447d-9b28-fc5838dc07e3,3257.5,occupational health and safety inspector,0.08196721311475409
Occupation,http://data.europa.eu/esco/occupation/1b422c31-f242-46b5-bbdc-aa63885e4b5c,3257.6,transport health and safety inspector,0.142857142857142
Occupation,http://data.europa.eu/esco/occupation/2b31f745-f04f-4d2c-9692-4715e1448f80,3257.7,health and safety inspector,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3257,3257,Environmental and occupational health inspectors and associates,0.23654221826162317
Occupation,http://data.europa.eu/esco/occupation/64e909ad-1bd0-493c-a8dc-1afbed0c9c2f,3258.1,emergency ambulance driver,0.0
Occupation,http://data.europa.eu/esco/occupation/0b5dfc02-b825-4445-811d-d39ed442657e,3258.2,paramedic in emergency responses,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3258,3258,Ambulance workers,0.0
Occupation,http://data.europa.eu/esco/occupation/16e65196-3449-4c88-b379-0aa98f43db2b,3259.1,anaesthetic technician,0.0172413793103448
Occupation,http://data.europa.eu/esco/occupation/d1b8c046-3867-423a-84fd-41f7be3a6d29,3259.2,assistant clinical psychologist,0.0
Occupation,http://data.europa.eu/esco/occupation/66ca3643-e6f3-4c75-9300-40d813185b3e,3259.3,chiropractic assistant,0.0
Occupation,http://data.europa.eu/esco/occupation/c56bb750-db0b-487b-89f4-82dee6dcab09,3259.4,covid tester,0.0
Occupation,http://data.europa.eu/esco/occupation/68bc2af1-96ea-4ec2-8b2f-5cde76472135,3259.5,dietetic technician,0.0
Occupation,http://data.europa.eu/esco/occupation/7b8b6118-6876-4a71-81a6-4b5fa9bfa221,3259.7,respiratory therapy technician,0.0
Occupation,http://data.europa.eu/esco/occupation/abae06d8-525f-4a2d-8bbd-67b559aad8f2,3259.8,temperature screener,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3259,3259,Health associate professionals not elsewhere classified,0.0024630541871921144
ISCO level 3,http://data.europa.eu/esco/isco/C331,331,Financial and mathematical associate professionals,0.007859207133015482
Occupation,http://data.europa.eu/esco/occupation/e20eee17-4876-4f21-a0cb-5d7f40c63cd8,3311.1,asset manager,0.025
Occupation,http://data.europa.eu/esco/occupation/fadb09c5-db84-4240-9fd6-68b4c0abeed5,3311.2.1,foreign exchange broker,0.0
Occupation,http://data.europa.eu/esco/occupation/c9839843-6cac-4564-8aa7-de4a5b9b62e1,3311.2.3,mutual fund broker,0.0
Occupation,http://data.europa.eu/esco/occupation/8a3498c7-470a-4067-b48e-f330d9b702e8,3311.2.4.1,securities underwriter,0.0
Occupation,http://data.europa.eu/esco/occupation/c0463fbe-7914-48ac-84ec-abaee1a7f292,3311.2.4,securities broker,0.0
Occupation,http://data.europa.eu/esco/occupation/8ec6b513-3d44-4e94-b187-d55734a587a4,3311.2.5,stock broker,0.0
Occupation,http://data.europa.eu/esco/occupation/c01cdf85-3ce0-4d12-ae86-e4e63493fafa,3311.2,financial broker,0.0
Occupation,http://data.europa.eu/esco/occupation/1f305576-f57c-42c7-a139-728c72393cd4,3311.3.1,energy trader,0.032258064516129
Occupation,http://data.europa.eu/esco/occupation/05a06850-d465-481e-9d68-792d4ad1da3e,3311.3.2,foreign exchange trader,0.0
