conceptType,conceptUri,skillType,reuseLevel,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b7968ae-34fc-44cf-bbe4-28bded032004,skill/competence,transversal,understand spoken Portuguese,released,listen to Portuguese | comprehend spoken Portuguese | make sense of spoken Portuguese | understand Portuguese speech | interpret spoken Portuguese,Comprehend orally expressed Portuguese.,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,Portuguese
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b99d4ad-f0aa-44bb-a75e-a65c32fc5d2f,skill/competence,transversal,understand written Romani,released,comprehend written Romany | read Romani | understand Romani writing | make sense of written Romani | interpret written Romani | comprehend written Romani,Read and comprehend written texts in Romani.,http://data.europa.eu/esco/skill/8ef3eccc-a847-430e-b828-cf178803b8c1,Romani
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec,knowledge,transversal,Croatian,released,ability to comprehend spoken and written Croatian and to speak and write in Croatian | competent in Croatian,The Croatian language. Croatian is an official and working language of the EU.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6be5f174-9b46-4b76-9aa1-177f3845b615,skill/competence,transversal,interact verbally in Latvian,released,verbally interact in Latvian | communicate verbally in Latvian | speak Latvian,Communicate orally in Latvian.,http://data.europa.eu/esco/skill/5de39924-769c-4301-82a5-525358dffe50,Latvian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c619869-46b6-4a52-8889-1fc737546b36,skill/competence,transversal,understand written Ancient Greek,released,understand Ancient Greek writing | interpret written Ancient Greek | understanding written Ancient Greek | comprehend written Ancient Greek | make sense of written Ancient Greek | read Ancient Greek,Read and comprehend written texts in Ancient Greek.,http://data.europa.eu/esco/skill/896b0b7f-e793-4b3f-a7a6-4ab1d237f695,Ancient Greek
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,knowledge,transversal,English,released,ability to comprehend spoken and written English and to speak and write in English | competent in English,The English language. English is an official and working language of the EU.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d4feb44-401c-480d-a05b-02ca8b38d7cd,skill/competence,transversal,write Malay,released,correspond in written Malay | write Malaysian | show competency in written Malay,Compose written texts in Malay.,http://data.europa.eu/esco/skill/1f90c205-f869-4dcf-a374-c4fdeded9cbc,Malay
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,knowledge,transversal,Berber,released,competent in Berber | Tamazight | ability to comprehend spoken and written Berber and to speak and write in Berber,The language family of Berber languages.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,knowledge,transversal,Belarusian,released,ability to comprehend spoken and written Belarusian and to speak and write in Belarusian | competent in Belarusian,The Belarusian language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/702d3840-308a-4d4a-ab61-f40f87d47fff,skill/competence,transversal,interact verbally in Chinese,released,interact verbally in Mandarin | speak Mandarin | speak Standard Chinese | speak Cantonese | communicate verbally in Chinese | speak Chinese | verbally interact in Chinese,Communicate orally in Chinese.,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,Chinese
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7077db13-08c2-4482-918c-e6291e04f82b,skill/competence,transversal,understand written Japanese,released,read Japanese | understand Japanese writing | make sense of written Japanese | interpret written Japanese | comprehend written Japanese,Read and comprehend written texts in Japanese.,http://data.europa.eu/esco/skill/39c675c4-af13-49db-bbed-cf762102f85e,Japanese
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/741ef95e-f1cf-4cf4-a021-b293e25eb005,skill/competence,transversal,interact verbally in Maltese,released,communicate verbally in Maltese | speak Maltese | verbally interact in Maltese,Communicate orally in Maltese.,http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e,Maltese
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/74e261bb-9a84-438b-9c6c-42e2a46613dc,skill/competence,transversal,interact verbally in Bulgarian,released,verbally interact in Bulgarian | communicate verbally in Bulgarian | speak Bulgarian,Communicate orally in Bulgarian.,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,Bulgarian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7629db63-5922-42fa-8c80-9575526f7326,skill/competence,transversal,write Greek,released,show competency in written Greek | correspond in written Greek,Compose written texts in Greek.,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,Greek
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/76506870-aeac-4bc2-96b2-cbc6702601ea,skill/competence,transversal,write Norwegian,released,show competency in written Norwegian | write Bokmal | correspond in written Norwegian | write Nynorsk,Compose written texts in Norwegian.,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,Norwegian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/767f8edf-372a-490b-9346-54de0ba8c654,skill/competence,transversal,understand spoken Slovenian,released,interpret spoken Slovenian | comprehend spoken Slovene | listen to Slovenian | understand Slovenian speech | make sense of spoken Slovenian | comprehend spoken Slovenian,Comprehend orally expressed Slovenian.,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,Slovenian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/768e19df-be76-4e55-9120-8d1b07306293,skill/competence,transversal,understand written Telugu,released,comprehend written Telugu | make sense of written Telugu | interpret written Telugu | read Telugu | understand Telugu writing,Read and comprehend written texts in Telugu.,http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,Telugu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/78001945-0117-4dc7-ae8e-6c6800f1ffd8,skill/competence,transversal,understand written Berber,released,interpret written Berber | comprehend written Berber | understand Berber writing | comprehend written Tamazight | make sense of written Berber | read Berber,Read and comprehend written texts in Berber.,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,Berber
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7866045d-4d36-45e6-aa60-a8107f43e5b1,skill/competence,transversal,interact verbally in Irish,released,speak Gaelic | verbally interact in Irish | communicate verbally in Irish | speak Irish | speak Irish Gaelic,Communicate orally in Irish.,http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,Irish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/790a0f2a-5250-4b6b-a013-c23160fcea65,skill/competence,transversal,interact verbally in Punjabi,released,communicate verbally in Punjabi | speak Panjabi | speak Punjabi | verbally interact in Punjabi,Communicate orally in Punjabi.,http://data.europa.eu/esco/skill/e05b9e06-d298-4646-b762-acbd485a20e9,Punjabi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/79444b07-be9c-4cf9-ac91-04e52b2ac1a0,skill/competence,transversal,understand spoken Slovak,released,comprehend spoken Slovak | understand Slovak speech | interpret spoken Slovak | listen to Slovak | make sense of spoken Slovak,Comprehend orally expressed Slovak.,http://data.europa.eu/esco/skill/246980fe-6222-4852-ade8-b372f7e0fd20,Slovak
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,knowledge,transversal,Javanese,released,competent in Javanese | basa jawa | ability to comprehend spoken and written Javanese and to speak and write in Javanese | cara jawa,The Javanese language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7bd84008-afc2-4f72-8b49-a1dc4723d479,skill/competence,transversal,understand spoken Finnish,released,understand Finnish speech | interpret spoken Finnish | make sense of spoken Finnish | comprehend spoken Finnish | listen to Finnish,Comprehend orally expressed Finnish.,http://data.europa.eu/esco/skill/0e3493f4-0cad-4fbc-8e02-025f169b8114,Finnish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c16e933-2a3f-40e8-855c-f9e5c5a56199,skill/competence,transversal,understand written Walloon,released,understand Walloon writing | interpret written Walloon | comprehend written Walloon | read Walloon | make sense of written Walloon,Read and comprehend written texts in ​Walloon.,http://data.europa.eu/esco/skill/d54d7c00-87c4-4f78-af8d-e84577372974,Walloon
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c2e97a5-ac3d-4c01-9a3b-2e395f45d34a,skill/competence,transversal,write Croatian,released,show competency in written Croatian | correspond in written Croatian,Compose written texts in Croatian.,http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec,Croatian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c946ebd-21de-4b08-af66-dff0356b5ad1,skill/competence,transversal,understand written Belarusian,released,comprehend written Belarusian | understand Belarusian writing | interpret written Belarusian | make sense of written Belarusian | read Belarusian,Read and comprehend written texts in Belarusian.,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,Belarusian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7d16f1e4-1003-4f1f-9595-5cafb25a67df,knowledge,transversal,Luxembourgish,released,competent in Luxembourgish | ability to comprehend spoken and written Luxembourgish and to speak and write in Luxembourgish,The Luxembourgish language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7da256db-ea36-43e3-ba4c-286b598628d5,skill/competence,transversal,interact verbally in Belarusian,released,verbally interact in Belarusian | speak Belarusian | communicate verbally in Belarusian,Communicate orally in Belarusian.,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,Belarusian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7e2c0de4-240d-4c6f-9336-56c0ac349212,skill/competence,transversal,understand written Polish,released,make sense of written Polish | comprehend written Polish | understand Polish writing | read Polish | interpret written Polish,Read and comprehend written texts in Polish.,http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69,Polish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ed08054-550c-4206-a991-1718dcb68658,skill/competence,transversal,understand written Bihari,released,read Bihari | understand Bihari writing | make sense of written Bihari | comprehend written Bihari | interpret written Bihari,Read and comprehend written texts in Bihari.,http://data.europa.eu/esco/skill/15ea7b6b-1b93-4ed8-b58a-5c54777e0832,Bihari
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ee20fe2-facd-4cc5-837b-927429e0e7ac,skill/competence,transversal,understand written English,released,interpret written English | comprehend written English | read English | understand English writing | make sense of written English,Read and comprehend written texts in English.,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,English
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,knowledge,transversal,Swedish,released,ability to comprehend spoken and written Swedish and to speak and write in Swedish | competent in Swedish,The Swedish language. Swedish is an official and working language of the EU.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f030a50-030e-429e-8f50-02186b27f7ea,skill/competence,transversal,understand written Montenegrin,released,read Montenegrin | comprehend written Montenegrin | make sense of written Montenegrin | interpret written Montenegrin | understand Montenegrin writing,Read and comprehend written texts in Montenegrin.,http://data.europa.eu/esco/skill/2358a146-6e8f-43cb-872f-a12ac9c57d60,Montenegrin
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8024130b-1359-485d-b40f-9b31e25d7c17,skill/competence,transversal,understand spoken Bengali,released,make sense of spoken Bengali | comprehend spoken Bengia | interpret spoken Bengali | understand Bengali speech | listen to Bengali | comprehend spoken Bengali,Comprehend orally expressed Bengali.,http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,Bengali
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/81192ed1-cabc-48c5-bbc3-9ff06d3f2958,skill/competence,transversal,understand spoken Korean,released,interpret spoken Korean | listen to Korean | make sense of spoken Korean | understand Korean speech | comprehend spoken Korean,Comprehend orally expressed Korean.,http://data.europa.eu/esco/skill/f9bc2890-d1f2-4a83-bd7b-b150a7679c79,Korean
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,knowledge,transversal,Norwegian,released,competent in Norwegian | ability to comprehend spoken and written Norwegian and to speak and write in Norwegian,The Norwegian language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/84e1df68-529a-4dbf-9557-5c50de5b27c3,skill/competence,transversal,understand written Hindi,released,interpret written Hindi | make sense of written Hindi | read Hindi | comprehend written Hindi | understand Hindi writing,Read and comprehend written texts in Hindi.,http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107,Hindi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/87087740-89b7-4d0c-a3a1-99c573c81b62,skill/competence,transversal,understand spoken Marathi,released,make sense of spoken Marathi | interpret spoken Marathi | comprehend spoken Marathi | understand Marathi speech | listen to Marathi,Comprehend orally expressed Marathi.,http://data.europa.eu/esco/skill/2080075c-0488-4fbf-a786-734dbbef31ce,Marathi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,knowledge,transversal,Italian,released,competent in Italian | ability to comprehend spoken and written Italian and to speak and write in Italian,The Italian language. Italian is an official language of the EU.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/877057bc-7be8-4d40-9bab-cda10eb4b999,skill/competence,transversal,write Ancient Greek,released,correspond in written Ancient Greek | show competency in written Ancient Greek | writing Ancient Greek,Compose written texts in Ancient Greek.,http://data.europa.eu/esco/skill/896b0b7f-e793-4b3f-a7a6-4ab1d237f695,Ancient Greek
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/88778b48-d8dd-4c7e-8154-6f45fab4b0e9,skill/competence,transversal,understand spoken Maltese,released,listen to Maltese | interpret spoken Maltese | comprehend spoken Maltese | understand Maltese speech | make sense of spoken Maltese,Comprehend orally expressed Maltese.,http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e,Maltese
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/894f3286-ae58-4a13-a8ed-9aa7c5c77c18,skill/competence,transversal,interact verbally in Romani,released,verbally interact in Romani | communicate verbally in Romani | speak Romani | speak Romany,Communicate orally in Romani.,http://data.europa.eu/esco/skill/8ef3eccc-a847-430e-b828-cf178803b8c1,Romani
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/895b3eab-d1e7-443d-8ba3-745f67462207,skill/competence,transversal,interact verbally in Russian,released,verbally interact in Russian | communicate verbally in Russian | speak Russian,Communicate orally in Russian.,http://data.europa.eu/esco/skill/6891bbce-20bf-4afc-bd5e-75bdf54c0165,Russian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/896b0b7f-e793-4b3f-a7a6-4ab1d237f695,knowledge,cross-sector,Ancient Greek,released,Greek from ancient times | ability to comprehend spoken and written Ancient Greek and to speak and write in Ancient Greek | competent in Ancient Greek,The Ancient Greek language.,http://data.europa.eu/esco/skill/e434e71a-f068-44ed-8059-d1af9eb592d7,classical languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18,knowledge,transversal,Hebrew,released,ability to comprehend spoken and written Hebrew and to speak and write in Hebrew | competent in Hebrew,The Hebrew language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8d09f7c2-d10c-4818-a91d-d2f1b8ec7973,skill/competence,transversal,write Gujarati,released,show competency in written Gujarati | correspond in written Gujarati,Compose written texts in Gujarati.,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,Gujarati
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8dbd15c6-ecf0-468c-8ae1-f6eb360743dd,knowledge,transversal,Welsh,released,ability to comprehend spoken and written Welsh and to speak and write in Welsh | competent in Welsh,The Welsh language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e12171c-d2b4-4a79-a3ff-ebe18913cc9f,skill/competence,transversal,understand written Kazakh,released,make sense of written Kazakh | understand Kazakh writing | comprehend written Kazakh | interpret written Kazakh | read Kazakh,Read and comprehend written texts in ​Kazakh.,http://data.europa.eu/esco/skill/f37dbb3c-dafc-4835-86d1-de9615626f9b,Kazakh
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e46288c-025c-4d28-8316-13a21f25f964,skill/competence,transversal,understand spoken Serbian,released,interpret spoken Serbian | listen to Serbian | comprehend spoken Serbian | make sense of spoken Serbian | understand Serbian speech,Comprehend orally expressed Serbian.,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,Serbian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,knowledge,transversal,Catalan,released,competent in Catalan | ability to comprehend spoken and written Catalan and to speak and write in Catalan,The Catalan language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ef3eccc-a847-430e-b828-cf178803b8c1,knowledge,transversal,Romani,released,competent in Romani | ability to comprehend spoken and written Romani and to speak and write in Romani | Romany,The language family of Romani languages.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f1efe4e-5f92-43b0-a329-3c17c1460a37,skill/competence,transversal,understand written Azerbaijani,released,comprehend written Azeri Turkish | comprehend written Azerbaijani | understand Azerbaijani writing | interpret written Azerbaijani | read Azerbaijani | comprehend written Azeri | make sense of written Azerbaijani | comprehend written Azerbaijani Turkish,Read and comprehend written texts in Azerbaijani.,http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,Azerbaijani
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,knowledge,transversal,Irish,released,Irish Gaelic | competent in Irish | Gaelic | ability to comprehend spoken and written Irish and to speak and write in Irish,The Irish language. Irish is an official and working language of the EU.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ff32017-9a19-400c-8de5-8a93198864be,skill/competence,transversal,write Maltese,released,show competency in written Maltese | correspond in written Maltese,Compose written texts in Maltese.,http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e,Maltese
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/91161335-8adf-4567-8fa5-62fb37948664,skill/competence,transversal,write Walloon,released,show competency in written Walloon | correspond in written Walloon,Compose written texts in ​Walloon.,http://data.europa.eu/esco/skill/d54d7c00-87c4-4f78-af8d-e84577372974,Walloon
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9273eec7-e9ce-4860-88fb-9f30faeea34d,skill/competence,transversal,understand written Serbian,released,make sense of written Serbian | understand Serbian writing | interpret written Serbian | read Serbian | comprehend written Serbian,Read and comprehend written texts in Serbian.,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,Serbian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/92ca09cb-e827-4c49-b318-8f540de4debb,skill/competence,transversal,understand spoken Hebrew,released,understand Hebrew speech | make sense of spoken Hebrew | listen to Hebrew | interpret spoken Hebrew | comprehend spoken Hebrew,Comprehend orally expressed Hebrew.,http://data.europa.eu/esco/skill/8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18,Hebrew
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/93c6c3ac-e344-460b-888f-662f6dcc7685,skill/competence,transversal,understand written Latin,released,comprehend written Latin | read Latin | interpret written Latin | understand Latin writing | understanding written Latin | make sense of written Latin,Read and comprehend written texts in Latin.,http://data.europa.eu/esco/skill/96e70743-6a84-4fee-b226-fe10cddb266e,Latin
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/943fe908-c465-4e91-944c-20e2242fd03a,skill/competence,transversal,understand spoken Bulgarian,released,comprehend spoken Bulgarian | understand Bulgarian speech | interpret spoken Bulgarian | make sense of spoken Bulgarian | listen to Bulgarian,Comprehend orally expressed Bulgarian.,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,Bulgarian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96ab25a3-c89b-43ea-833b-26b637c3b6ed,skill/competence,transversal,understand written Dutch,released,understand Dutch writing | read Dutch | interpret written Dutch | read Flemish | make sense of written Dutch | understand written Flemish | comprehend written Dutch,Read and comprehend written texts in Dutch.,http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb,Dutch
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96e70743-6a84-4fee-b226-fe10cddb266e,knowledge,cross-sector,Latin,released,competent in Latin | ability to comprehend spoken and written Latin and to speak and write in Latin,The Latin language.,http://data.europa.eu/esco/skill/e434e71a-f068-44ed-8059-d1af9eb592d7,classical languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97ca0f19-c53f-4c38-b983-398345cba227,skill/competence,transversal,write Albanian,released,show competency in written Albanian | correspond in written Albanian,Compose written texts in Albanian.,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,Albanian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/98d31888-bb47-4f54-b339-bd0b9c289048,skill/competence,transversal,interact verbally in Slovenian,released,verbally interact in Slovenian | communicate verbally in Slovenian | speak Slovenian | speak Slovene,Communicate orally in Slovenian.,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,Slovenian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/99933cd7-7868-4f83-8bb3-d747433159d3,skill/competence,transversal,understand spoken Lithuanian,released,listen to Lithuanian | interpret spoken Lithuanian | comprehend spoken Lithuanian | understand Lithuanian speech | make sense of spoken Lithuanian,Comprehend orally expressed Lithuanian.,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,Lithuanian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9996836f-788c-4f04-a792-c831b2e94e2f,skill/competence,transversal,understand written Marathi,released,interpret written Marathi | comprehend written Marathi | read Marathi | make sense of written Marathi | understand Marathi writing,Read and comprehend written texts in Marathi.,http://data.europa.eu/esco/skill/2080075c-0488-4fbf-a786-734dbbef31ce,Marathi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/99b3532b-2f47-47f5-b194-708957acf0a8,skill/competence,transversal,understand spoken Basque,released,understand Basque speech | listen to Basque | interpret spoken Basque | make sense of spoken Basque | comprehend spoken Basque,Comprehend orally expressed Basque.,http://data.europa.eu/esco/skill/a28fa5f1-be5b-4608-8376-acea8c2f8cb1,Basque
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a42bdc6-8496-4874-b9f5-b48207a85282,skill/competence,transversal,interact verbally in Greek,released,speak Greek | communicate verbally in Greek | verbally interact in Greek,Communicate orally in Greek.,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,Greek
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,knowledge,transversal,Slovenian,released,competent in Slovenian | Slovene | ability to comprehend spoken and written Slovenian and to speak and write in Slovenian,The Slovenian language. Slovenian is an official and working language of the EU.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,knowledge,transversal,Gujarati,released,ability to comprehend spoken and written Gujarati and to speak and write in Gujarati | competent in Gujarati,The Gujarati language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9bccf172-587b-489b-84b7-5e1c8cc91520,skill/competence,transversal,understand written Swedish,released,understand Swedish writing | read Swedish | make sense of written Swedish | interpret written Swedish | comprehend written Swedish,Read and comprehend written texts in Swedish.,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,Swedish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ce34147-6618-4f1b-bbe3-f46e9aa17211,skill/competence,transversal,interact verbally in Limburgish,released,speak Limburgic | verbally interact in Limburgish | communicate verbally in Limburgish | speak Limburgish | speak Limburgian,Communicate orally in ​Limburgish.,http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,Limburgish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ef06b7c-991c-46a5-9dbc-82506031e8f9,skill/competence,transversal,understand written Portuguese,released,understand Portuguese writing | make sense of written Portuguese | read Portuguese | interpret written Portuguese | comprehend written Portuguese,Read and comprehend written texts in Portuguese.,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,Portuguese
