conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code
SkillGroup,http://data.europa.eu/esco/skill/480a0b1b-aae9-4b39-9a4f-1c2b8ddcbc46,making production moulds and casts,,,released,,"Excludes:
- Operation of automated assembly equipment or machines
- Pouring of concrete for construction of buildings Examples:
- Modify casts for prostheses
- Mould chocolate
- Cast jewellery metal - Prevent casting adhesion.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Constructing moulds for the manufacture of objects in various materials, and making casts by filling moulds with liquid materials for solidification.",S6.6.1
SkillGroup,http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,sorting materials or products,,,released,2023-01-24T18:49:41.387Z,"Examples:
- Differentiate types of packages
- Sort waste.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Arranging materials into predetermined categories or groups, according to established patterns of procedures.",S6.1.1
SkillGroup,http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,using digital tools to control machinery,controlling machinery with digital tools,,released,,"Excludes:
- Writing computer code and programmes
- Resolving computer problems. Examples:
- Enter commands, instructions, or specifications into CNC equipment
- Set up the controls of a machine.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Issuing commands to computer controlled machines and equipment by despatching the appropriate data and input.,S5.7.0
SkillGroup,http://data.europa.eu/esco/skill/4bbdc5eb-b710-4b76-816d-04926f7ac4a1,providing psychological and occupational therapies,,,released,2022-07-15T14:44:44.924Z,"Examples:
- apply psychoanalysis
- use psychotherapeutic interventions
- remediate healthcare user's occupational performance
- apply music therapy treatment methods.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Treating human health conditions through provision psychological and occupational, music or related therapies.",S3.2.4
SkillGroup,http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,accessing and analysing digital data,managing digital information,,released,2021-09-24T16:38:38.771Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Using digital tools to browse, search, filter, organise, store, retrieve, and analyse data, information and digital content, to collaborate and communicate with others, and create and edit new content.",S5.5.0
SkillGroup,http://data.europa.eu/esco/skill/4d7fb3eb-554a-4cf1-a576-bf6e153bdba2,using precision instrumentation and equipment,,,released,,"Excludes:
- Installing and setting up precision equipment.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Controlling, monitoring, and adjusting precision instrumentation and equipment for a wide range of purposes.",S8.6
SkillGroup,http://data.europa.eu/esco/skill/4ef78abc-e983-4cc7-84a1-52532a0159dc,life skills and competences,active citizenship,,released,2021-08-30T09:47:58.442Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Skills and competences relating to the ability to process and use knowledge and information which has transversal significance and facilitates active citizenship. They comprise the areas of health, environment, civic engagement, culture, finance and the application of general knowledge.",T6
SkillGroup,http://data.europa.eu/esco/skill/4feed491-dc09-4218-814a-0146e13ef4fe,solving problems,problem solving,,released,,"Excludes:
- Repairing and resolving technical problems with machinery and equipment
- Using ICT tools for problem solving.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Developing and implementing solutions to practical, operational or conceptual problems which arise in the execution of work in a wide range of contexts.",S1.9.0
SkillGroup,http://data.europa.eu/esco/skill/50e42de7-4a5c-4f94-b160-765f547d840c,fitting assistive devices,,,released,2021-03-30T12:16:14.895Z,"Examples:
- tailor orthopaedic footwear Excludes:
- veterinary care.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Fitting assistive devices such as prostheses or orthotics to patients or clients.,S3.2.6
SkillGroup,http://data.europa.eu/esco/skill/51ffd92f-7ff4-4c38-83d4-7350fcfd6968,smoothing surfaces of objects or equipment,,,released,,"Examples:
- Smooth burred surfaces
- Polish furniture.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Creating smooth surfaces on various types of materials and employing techniques such as grinding, planing, sanding and polishing, using handheld tools.",S6.7.3
SkillGroup,http://data.europa.eu/esco/skill/528c2f16-139f-4a5b-8880-a6f02ed33f2a,fabricating garments and textile products,,,released,2020-12-07T14:51:41.895Z,"Excludes:
- Operation of automated assembly equipment
- Fabrication of decorative objects Examples:
- Alter wearing apparel
- Manufacture male suits
- Repair shoes
- Sew curtains.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Fabricating, altering and repairing garments and textile products by hand or using hand-held tools and equipment.",S6.5.6
SkillGroup,http://data.europa.eu/esco/skill/548c3fbe-9eb1-4035-bc54-027fd5bc5315,working with others,,,released,2021-04-15T08:15:36.624Z,"Excludes:
- Management, supervision and coordination of teams.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Working with other people, understanding and respecting the roles and competencies of others.",S1.8
SkillGroup,http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595,"monitoring, inspecting and testing",,,released,2021-03-31T12:02:58.558Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Examining and investigating problems, sites or objects to assess functioning or compliance with standards, laws or regulations.",S2.8.0
SkillGroup,http://data.europa.eu/esco/skill/552c4f35-a2d1-49c2-8fda-afe26695c44a,social and communication skills and competences,"interpersonal skills
social interaction
social interactions
interpersonal abilities
social skills","enjoy dealing with people
well-groomed manners
enjoy interacting with people
perfect manners
friendly being
neat apperance
interaction with people
ability to relate
sympathetic demeanour
sociability
relationship orientation
interact and present
friendliness
warm personality
show respect and positive regard for others
neat look
respectful interaction with people
customer service
ability to establish contact
contact ability
be outgoing
ability to interact
polite manners
socially competent
support and cooperate
pay attention to netiquette
charismatic appearance
excellent social skills
pleasant manners",released,2021-08-30T09:00:34.189Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Skills and competences relating to the ability to interact positively and productively with others. This is demonstrated by communicating ideas effectively and empathetically, coordinating one’s own objectives and actions with those of others and acting in ways which are structured according to values, ensuring the well-being and progress of others, and offering leadership.",T4
SkillGroup,http://data.europa.eu/esco/skill/56c3ea4b-7cea-44da-969c-c21b07a55030,washing and maintaining textiles and clothing,maintaining textiles and clothing,,released,,"Excludes:
- Repairing or adjusting clothes Examples:
- Iron textiles - Eliminate stains - Clean household linens.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Washing or cleaning clothing and other textile products by hand or using a washing or laundry machine, maintaining textile items in good order.",S6.12
SkillGroup,http://data.europa.eu/esco/skill/57216e88-a0d3-4b8c-af6c-b8232b4f48c2,using precision hand tools,,,released,,"Examples:
- Use watchmaker's tools
- Use jewellery equipment.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Using hand-held electronic, mechanical, electric, or optical tools for precision work.",S6.7.4
SkillGroup,http://data.europa.eu/esco/skill/5770f630-9b25-49f3-9d37-e93ec1799749,teaching and training,,,released,,"Excludes:
- Training animals.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Facilitating the acquisition of new knowledge and skills. Leading and guiding individuals and groups through a process in which they are taught the necessary skills and knowledge for life, future learning or for a particular job or set of jobs.",S1.3
SkillGroup,http://data.europa.eu/esco/skill/577ce84f-0d21-4f25-8307-99c53f6f8437,moving and lifting,,,released,2022-08-24T13:51:21.612Z,"Excludes:
- Specific skills involving lifting and moving people and animals
- Operation of machinery other than hand-held equipment.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Performing physical activities to move, load, unload or store objects or to climb structures, by hand or with the aid of equipment.",S6.2.0
SkillGroup,http://data.europa.eu/esco/skill/57a45369-afc1-4f5a-b157-6f18de506bab,constructing,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Building, repairing, installing and finishing interior and exterior structures.",S7.0
SkillGroup,http://data.europa.eu/esco/skill/57e6af87-8a6b-4ecb-88e5-7c80b582ddd7,using precision instrumentation and equipment,,,released,2022-06-19T15:45:14.266Z,"Excludes:
- Installing and setting up precision equipment.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Controlling, monitoring, and adjusting precision instrumentation and equipment for a wide range of purposes.",S8.6.0
SkillGroup,http://data.europa.eu/esco/skill/583b1fb5-be8d-41f0-aa81-0b6bef4793c2,installing plumbing or piping equipment or systems,,,released,,"Examples:
- Install fire sprinklers
- Install metal gas piping
- Repair plumbing systems.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Installing plumbing or piping equipment or systems.,S7.2.2
SkillGroup,http://data.europa.eu/esco/skill/587e1cd6-a376-4c8f-8369-187c128d72a3,processing information,,,released,,"Excludes:
- Skills in the use of specific ICT tools to process data.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Inputting, recording, transcribing and updating data using electronic or manual information systems.",S2.4
SkillGroup,http://data.europa.eu/esco/skill/58bd927f-e4cc-4b61-a679-cb91b3f8075a,following instructions and procedures,,,released,2022-06-19T15:45:14.266Z,"Examples:
- follow a brief
- follow signalling instructions
- read job ticket instructions.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Following instructions given verbally or in writing and following standard or agreed procedures.,S1.8.5
SkillGroup,http://data.europa.eu/esco/skill/58beed15-8cf0-4bea-a24a-ad595768bba6,building and repairing structures,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Forming, shaping and joining materials to form structures such as buildings, bridges, or underground mines according to specifications and plans.",S7.1.0
SkillGroup,http://data.europa.eu/esco/skill/58edb789-d085-4e7d-8b6e-b70913bebfca,installing and assembling building fixtures,,,released,,"Examples:
- Install handrail
- Place drywall
- Install drop ceilings.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Installing, assembling or constructing building fixtures such as drywall, doors, windows and staircases.",S7.1.7
SkillGroup,http://data.europa.eu/esco/skill/592525ab-b517-4c55-8c65-17e0f5d99205,assembling electrical and electronic products,,,released,2023-07-13T15:25:18.372Z,"Excludes:
- Operation of automated assembly equipment
- Installation, repair and maintenance of devices
- Fabrication of decorative objects - Fabrication of medical, orthotic and prosthetic devices Examples:
- Assemble mechatronic devices
- Assemble electrical components.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Assembling electrical and electronic products, excluding medical or prosthetic devices, by hand or using hand-held tools and equipment.",S6.5.3
SkillGroup,http://data.europa.eu/esco/skill/59c46f34-bffd-4859-adf4-3839c2a73821,constructing,,,released,2020-12-10T13:23:35.251Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Building, repairing, installing and finishing interior and exterior structures.",S7.0.0
SkillGroup,http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,complying with health and safety procedures,,,released,2023-02-21T20:59:45.769Z,"Examples:
- follow hygienic work practices
- use personal protection equipment
- protect health and well-being while using digital technologies Excludes:
- attend to personal hygiene.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Ensuring compliance to rules, standards, guidelines laws or good practices relating to the health and safety of oneself, co-workers, employees and the public.",S3.3.1
SkillGroup,http://data.europa.eu/esco/skill/5c26881e-2759-4a38-b136-5e0f6071b524,"organising, planning and scheduling work and activities",organising and planning,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Directing activities and tasks, establishing schedules and co-ordinating the activities of groups and individuals to complete objectives on time and within budget.",S4.2
SkillGroup,http://data.europa.eu/esco/skill/5c2d5780-23ed-4372-bb8d-c1846ee404ae,monitoring financial and economic resources and activity,,,released,,"Excludes:
- Testing and analysing substances Examples:
- Monitor production costs
- Monitor financial accounts
- Monitor bond markets.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Monitor parameters to maintain awareness of levels of financial resources and expenditure, stocks, and the economic environment.",S2.8.3
SkillGroup,http://data.europa.eu/esco/skill/5d1d2d04-5510-4918-a437-7f57d570483a,installing roofing,,,released,,"Examples:
- Install metal roofing
- Install gutters
- Attach roofing cover.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Constructing, installing and maintaining roofs and gutters.",S7.1.5
SkillGroup,http://data.europa.eu/esco/skill/5dbb69d2-9e1b-4e0f-b8c0-0bac709729cf,weighing,,,released,,"Examples:
- weigh merchandise.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Measuring the weight of objects and people.,S2.5.2
SkillGroup,http://data.europa.eu/esco/skill/5ea47148-5289-49f2-80f8-bb1f54b37de0,applying protective or decorative solutions or coatings,,,released,,"Examples:
- Paint surfaces - Hang wallpaper.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Applying paint, lacquer, wallpaper or other coatings to surfaces or objects using brushes, rollers, paint spray guns or similar equipment.",S7.3.3
SkillGroup,http://data.europa.eu/esco/skill/5f92ff3e-288b-44aa-864d-5ebb1adb7925,styling hair and providing beauty treatments,,,released,,"Examples:
- apply nail polish
- use hair removal techniques.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Grooming, styling or removing hair, applying make-up and providing beauty treatments, to meet the appearance desired by clients or required for the purposes such as theatrical performance.",S3.6.4
SkillGroup,http://data.europa.eu/esco/skill/6107b01a-3dac-4a03-ac9c-1044e4af0307,counselling,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Responding to clients' needs by interpreting their emotional and motivational states, and determining and providing appropriate support or interventions.",S3.1
SkillGroup,http://data.europa.eu/esco/skill/6115ff80-3d84-4e87-8e2b-6ede7ee004b4,applying cultural skills and competences,"appreciating and expressing cultural, artistic or musical concepts",,released,2021-08-30T16:54:02.907Z,Creativity and respecting diversity underpin the skills and competences under this heading.,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Express and interpret ideas, experiences and emotions creatively. Adopt an openness to learning from different cultural and artistic expressions.",T6.4
SkillGroup,http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,disposing of non-hazardous waste or debris,,,released,2020-12-10T16:56:34.388Z,"Examples:
- Handle fish harvesting waste - Collect domestic waste.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Collecting and disposing of unwanted non-hazardous materials according to established waste management procedures.,S6.13.2
SkillGroup,http://data.europa.eu/esco/skill/62023d5b-22ea-442e-ac46-39eb83c986fb,assembling furniture,,,released,,"Excludes:
- Operation of automated assembly equipment
- Fabrication of decorative objects Examples:
- Assemble prefabricated furniture
- Repair furniture frames.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Assembling and repairing furniture by hand or using hand-held tools and equipment.,S6.5.5
SkillGroup,http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c,advising on products and services,,,released,2023-01-24T19:03:05.231Z,"Examples:
- advise customers on new equipment
- provide advice on travel destinations.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Advising others on products or services explaining technical details.,S1.5.3
SkillGroup,http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,operating agricultural or forestry equipment,,,released,,"Examples:
- Operate agricultural machinery
- Operate tractor
- Operate forestry machinery.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Operating mobile equipment specifically designed for agricultural or forestry purposes, such as cultivating land or harvesting crops and trees.",S8.1.2
SkillGroup,http://data.europa.eu/esco/skill/64aeee4d-3791-4448-8ed8-9b49ad04f2fb,translating and interpreting,,,released,2021-09-20T12:11:22.451Z,"Examples:
- translate spoken language
- translate texts
- interpret languages in conferences Excludes:
- skills and knowledge related to a specific language or dialect.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Translate one language into another language in written or spoken form. Match words and expressions with their corresponding brothers in other languages, while making sure that the message and nuances of the original text are preserved.",S1.15.2
SkillGroup,http://data.europa.eu/esco/skill/663d82aa-4c0d-46bc-90f5-03770f068bb1,driving vehicles,,,released,,"Includes driving vehicles on and off road capabilities whose purpose is the transportation of goods or people Examples:
- Drive at high speed.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Driving vehicles on or off road, such as motorcycles, cars, vans, trucks and buses, for the transportation of goods or people by road.",S8.2
SkillGroup,http://data.europa.eu/esco/skill/663e753c-2fc4-4bf6-9a06-a6ab2d705238,purchasing goods or services,,,released,2022-06-19T15:06:42.666Z,"Excludes:
- Performing financial transactions Examples:
- Buy advertising space
- Order construction supplies
- Procure electrical machinery
- Purchase fruits and vegetables.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Buying and ordering goods, services and supplies.",S1.6.3
SkillGroup,http://data.europa.eu/esco/skill/66fdc34c-2326-4baa-b8ff-7a1d1015fe3a,planning and organising,"organisational skills
work planning
planning skills
planning activities
planning abilities",planning thinking,released,2021-08-30T14:01:57.38Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Direct activities and tasks, establish schedules and coordinate the activities of groups and individuals to complete objectives on time and within budget.",T2.2
SkillGroup,http://data.europa.eu/esco/skill/682bb7ca-dbe9-4c33-9c7a-1ae56e28516e,"loading and unloading goods and, materials",,,released,2023-01-27T11:01:49.53Z,"Excludes:
- Operation of machinery other than hand-held equipment Examples:
- Stow cargo
- Secure cargo on ships
- Unload supplies.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Loading, securing or unloading products, materials, or equipment for transportation, storage or further processing by hand or using hand-held or manually operated equipment.",S6.2.1
SkillGroup,http://data.europa.eu/esco/skill/6889a21c-837b-49a2-be61-bb6010ab63f4,obtaining information verbally,verbal interaction,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Asking questions and listening to others to obtain information.,S1.7
SkillGroup,http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"managing, gathering and storing digital data",,,released,2023-10-27T16:10:20.781Z,"Examples:
- Create digital files - Digitise documents
- Use spreadsheet software
- Perform data cleansing.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Using digital tools to organise, gather, store, retrieve, and archive data, information and digital content.",S5.5.2
SkillGroup,http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488,training on operational procedures,,,released,2023-06-20T13:39:25.098Z,"Examples:
- teach air cabin crew procedures
- train operators in using mine machinery
- demonstrate functionality of software products Excludes:
- teaching vocational subjects as part of formal learning
- teaching safety procedures and standards
- coaching.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Training employees, students or clients on operational procedures in the work place or and demonstrating the use of equipment or products.",S1.3.3
SkillGroup,http://data.europa.eu/esco/skill/6c6957bf-cf1f-4483-9c7e-1655f251b01a,applying entrepreneurial and financial skills and competences,financial and entrepreneurial literacy,,released,2021-08-30T16:54:20.061Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Manage own and others finances and resources. Demonstrate perseverance, openness to opportunity and risks, the ability to mobilize resources and willingness to learn from experience.",T6.5
SkillGroup,http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,installing wooden and metal components,,,released,2023-03-16T15:33:50.175Z,"Examples:
- Assemble truss constructions
- Reinforce concrete Excludes:
- Installing metal roofing.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Installing, assembling and repairing structural timber or metal parts.",S7.1.2
SkillGroup,http://data.europa.eu/esco/skill/6d535249-ac7c-4e44-8ada-09305c3a3900,"making moulds, casts, models and patterns",,,released,,"Excludes:
- Operation of automated assembly equipment or machines
- Repair of building structures and mechanical, electrical, electronic products and components.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Making moulds, casts and two-dimensional patterns or templates and making three-dimensional models of products.",S6.6.0
SkillGroup,http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,technical or academic writing,,,released,2022-06-19T15:45:14.266Z,"Examples:
- write manuals
- draft legislation
- provide user documentation Excludes:
- revise translations
- write computer programmes / coding.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Writing original text of a primarily functional, technical or academic nature; editing text.",S1.13.3
SkillGroup,http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67,developing objectives and strategies,strategic planning,,released,2020-12-11T09:19:59.825Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Envisioning a future state and developing strategies, goals, objectives and action plans to achieve it.",S4.1.0
SkillGroup,http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,communicating,"communication
using language, symbols and text effectively
communication skills
verbal skils
argumentation skills
writing skills
conversational skills","able to communicate
communicate ideas and information effectively in writing
communications Style
lead conversations confidently
written expression
written communication",released,2021-08-30T16:23:39.992Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Express and exchange information, ideas, concepts, thoughts, and feelings, and resolve disagreements in formal and informal contexts, through the use of shared systems of words, signs, and rules.",T4.1
SkillGroup,http://data.europa.eu/esco/skill/6f89dcbe-4315-4533-8801-3aadf9190b86,developing objectives and strategies,strategic planning,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Envisioning a future state and developing strategies, goals, objectives and action plans to achieve it.",S4.1
SkillGroup,http://data.europa.eu/esco/skill/70ac2c90-656a-4fa3-886c-5b9305db2087,processing information,,,released,2021-12-17T12:48:25.958Z,"Excludes:
- Skills in the use of specific ICT tools to process data.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Inputting, recording, transcribing and updating data using electronic or manual information systems.",S2.4.0
SkillGroup,http://data.europa.eu/esco/skill/7194cdea-bca7-4c4a-8d49-3cb54b89d5a0,providing therapy or veterinary treatment for animals,,,released,2023-02-22T20:06:32.497Z,"Examples:
- Perform surgical procedures on animals
- Perform artificial insemination - Manage care of veterinary patients in accommodation
- Trim bovine hooves.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Diagnosing and treating health conditions in animals and providing veterinary services such as artificial insemination and implanting microchips.,S6.9.7
SkillGroup,http://data.europa.eu/esco/skill/72fe5d9f-4ec8-4fc4-b1d3-0dd83be0aa1a,cutting materials and drilling holes,,,released,,"Excludes:
- Cutting or pruning trees or other live plants
- Surgical procedures on humans and animals Examples:
- Cut carpet
- Drill holes in tile.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Cutting various types of materials using handheld tools and equipment.,S6.7.1
SkillGroup,http://data.europa.eu/esco/skill/73dba04a-7c18-439f-8757-b5f60532ba74,recruiting and hiring,recruiting,,released,,"Excludes:
- Interviewing candidates Examples:
- Recruit employees
- Carry out auditions.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Acquiring the right talent to achieve the organization's mission.,S4.7
SkillGroup,http://data.europa.eu/esco/skill/73e602a0-f80f-4f56-8e21-3db4fd08709d,"providing medical, dental and nursing care",,,released,2023-11-06T13:40:22.277Z,"Examples:
- provide professional care in nursing
- administer prescribed medication
- carry out wound care
- manage acute pain
- rehabilitate worn dentition Excludes:
- veterinary care
- performing surgery
- physiotherapy
- occupational therapy
- psychotherapy.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Treating injuries and health conditions among humans, through administering medication and providing other medical treatments and nursing care.",S3.2.1
SkillGroup,http://data.europa.eu/esco/skill/74052f13-4cae-4600-a4d3-8103004683f3,using hand tools,,,released,,"Excludes:
- Fabricating products by hand
- Operating a lawn-mower.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Using the hands and tools that can be held in the hands, including power tools.",S6.7.0
SkillGroup,http://data.europa.eu/esco/skill/74b7938e-f667-48ff-a26d-faed294ac6c9,making models,,,released,,"Excludes:
- Creation of virtual or conceptual models Examples:
- Create set models
- Build jewellery models
- Make architectural mock-ups.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Constructing physical three-dimensional models of products.,S6.6.3
SkillGroup,http://data.europa.eu/esco/skill/75c1ab73-5b00-48a0-818e-93487ebdd7e1,setting up and protecting computer systems,installing and managing it safety,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Setting up, protecting and resolving problems with computer systems, networks, or similar information systems.",S5.2
SkillGroup,http://data.europa.eu/esco/skill/762f3830-baa8-4a7e-a5de-b49037d80885,tending plants and crops,plants and crops,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Propagating, cultivating, pruning, caring for and harvesting plants and crops.",S6.4.0
SkillGroup,http://data.europa.eu/esco/skill/775be776-b6ce-4322-a96f-11b2df84ce07,"creating artistic, visual or instructive materials",creating artistic and visual materials,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Creating and developing visual representations and displays, instructional or promotional materials, or artistic designs or performances.",S1.12.0
