conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5,linguist,released,americanist | latinist | linguists | linguistic research scientist | slavist | linguistic scholar | tibetologist | africanist | linguistic researcher | germanist | arabist | anglist | japanologist | scandinavist | semitist | sinologist | hellenist | romanist | philologist | computational linguist | terminologist | koreanist | linguistic science researcher | linguistic scientist | baltist | phonetics specialist | indologist,"Linguists study languages scientifically. They master languages and can interpret them in terms of their grammatical, semantic, and phonetic characteristics. They research the evolution of language and the way it is used by societies.",http://data.europa.eu/esco/isco/C2643,"Translators, interpreters and other linguists"
Occupation,http://data.europa.eu/esco/occupation/ab360abd-32e2-4e03-967d-a10758efffa7,mechatronics engineer,released,electromechanical engineer | robotics engineer | specialist mechatronic engineer | cybernetics engineer | engineer in mechatronics | engineer of mechatronics | advanced mechatronics engineer | mechatronic engineering specialist | mechanical systems engineer | mechatronics systems designer,"Mechatronics engineers design and develop intelligent systems, such as robotic devices, smart home appliances, and aeroplanes, through combining technologies from mechanical, electronic, computer, and control engineering. They create blueprints or design documents for parts, assemblies or finished products using software programs, and also oversee and manage projects.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,mechanical engineer
Occupation,http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,optical engineer,released,optics engineer | optical technology engineer | optical engineering specialist | optical engineering expert | optical technology engineering expert | optical technology engineering specialist | optical engineering adviser | optical engineering consultant | optic engineer | optical technology engineering adviser | optical technology engineering consultant,"Optical engineers design and develop different industrial applications with optics. They have knowledge of light, light transmission principles, and optics in order to design engineering specs of equipment such as microscopes, lenses, telescopes, and other optical devices.",http://data.europa.eu/esco/isco/C2149,Engineering professionals not elsewhere classified
Occupation,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,statistician,released,statistic research scientist | statistics research scientist | statistics specialist | statistical scientist | statistics scientist | statistics research analyst | statistical data analyst | statistic research associate | statistical research scientist | statistics researcher | statistics scholar | statistics science researcher | statistics analyst | senior statistician | statistical science researcher | statistical researcher | statisticians | statistical research analyst | statistical scholar,"Statisticians collect, tabulate, and, most importantly, analyse quantitative information coming from a varied array of fields. They interpret and analyse statistical studies on fields such as health, demographics, finance, business, etc. and advise based on patterns and drawn analysis.",http://data.europa.eu/esco/isco/C2120,"Mathematicians, actuaries and statisticians"
Occupation,http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,anthropologist,released,arts scientist | cultural scientist | linguistic anthropologist | ethnologist | television scientist | music scientist | sociocultural anthropologist | anthropology research scientist | biological anthropologist | social anthropologist | cultural anthropologist | gender scientist | anthropologue | art sciences scientist | theatre scientist | musicology scientist | movie scientist | archaeological anthropologist | forensic anthropologist,"Anthropologists research all aspects of life pertaining to humans. They study the various civilisations that have existed along the time and their ways of organisation. They attempt to analyse the physical, societal, linguistic, political, economical, philosophical, and cultural aspects of different people. The aim of their studies is to understand and describe the past of humanity and solve topical societal problems. They explore different perspectives such as philosophical anthropology.",http://data.europa.eu/esco/isco/C2632,"Sociologists, anthropologists and related professionals"
Occupation,http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083,philosophy lecturer,released,senior lecturer in philosophy | higher education philosophy teacher | philosophy docent | philosophy instructor | lector of philosophy | philosophy lector | professor of philosophy | philosophy professor | university philosophy teacher | philosophy teacher | lecturer of philosophy | lecturer in philosophy | university philosophy lecturer | university lecturer in philosophy,"Philosophy lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, philosophy, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of philosophy, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/ae8b19cc-8c6e-4a16-ada2-c15f97ded133,optomechanical engineer,released,opto-mechanics engineer | opto-mechanical engineer | optomechanical engineering expert | optomechanical design engineer | optomechanical engineering adviser | optomechanical engineering specialist | engineer in optomechanical design | engineer of optomechanical systems | optomechanical technology engineer | engineer in optical systems | optomechanical manufacturing engineer | engineer in optomechanical systems | optomechanical technology engineering adviser | optomechanical engineering consultant | optomechanical technology engineering specialist | optomechanical technology engineering expert | optomechanical technology engineering consultant,"Optomechanical engineers design and develop optomechanical systems, devices, and components, such as optical mirrors and optical mounts. Optomechanical engineering combines optical engineering with mechanical engineering in the design of these systems and devices. They conduct research, perform analysis, test the devices, and supervise the research.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,mechanical engineer
Occupation,http://data.europa.eu/esco/occupation/b0f3f595-4965-4f13-ba5c-f6049b62469f,biometrician,released,biometrics scientist | biometricians | biometric studies scholar | biometrics analyst | biometrics researcher | biometric studies research analyst | biometric studies scientist | biometric studies analyst | biometrics scholar | biometrics research analyst | biometrics research scientist | biometrics science researcher | biometric studies research scientist | biometric studies researcher,"Biometricians perform research in the field of biometrics. They carry statistical or biological research projects by measuring fingerprints, retinas, and human shapes for medical or industrial applications.",http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,statistician
Occupation,http://data.europa.eu/esco/occupation/b2cede50-82bb-4684-9f11-1930e12ad672,energy engineer,released,energies engineer | energy technology engineering specialist | energy technology engineering expert | power engineer | energy technology engineering consultant | energy engineering specialist | energy engineering consultant | energy technology engineer | energy engineering researcher | energy technology engineering adviser | energy engineering expert | energy efficiency engineer | energy engineering adviser,"Energy engineers design new, efficient and clean ways to produce, transform, and distribute energy to improve environmental sustainability and energy efficiency. They deal with the extraction of energy through natural resources, such as oil or gas, or renewable and sustainable sources, such as wind or solar power.",http://data.europa.eu/esco/isco/C2149,Engineering professionals not elsewhere classified
Occupation,http://data.europa.eu/esco/occupation/b3ebf55f-5e50-4262-946a-f08d7fbe29b2,healthcare specialist lecturer,released,nursing specialist instructor | orthopaedics instructor | lecturer in specialized healthcare | embryology professor | paediatrics docent | healthcare specialist instructor | dietetics teacher | orthopaedics lecturer | embryology teacher | specialist lecturer in healthcare science | pathology instructor | lecturer of specialized healthcare | paediatrics teacher | geriatrics docent | orthopaedics teacher | healthcare specialist professor | healthcare lector | paediatrics lecturer | pedagogy lecturer | pathology professor | nursing specialist docent | dietetics docent | dietetics professor | oncology lecturer | lecturer of specialised healthcare | healthcare specialist teacher | healthcare specialist docent | geriatrics instructor | healthcare specialist lector | pathology lecturer | embryology instructor | pathology teacher | nursing specialist teacher | specialist nursing lecturer | geriatrics professor | geriatrics lecturer | dietetics lecturer | dietetics instructor | paediatrics professor | embryology docent | university healthcare science lecturer | lecturer in specialist healthcare science | orthopaedics docent | nursing specialist professor | orthopaedics professor | nursing specialist lecturer | university lecturer in healthcare science | lecturer in specialised healthcare | paediatrics instructor | embryology lecturer | geriatrics teacher | pathology docent,"Healthcare specialist lecturers are subject professors, teachers, or lecturers, and often doctors who instruct students who have obtained an upper secondary education diploma in their own specialised field of healthcare, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams, for leading laboratory practices, and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of specialist healthcare, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/b5d1912e-89c7-4a66-ab96-0dc5f4f6c426,immunologist,released,immunology analyst | immunology researcher | immunology studies research analyst | immunology research analyst | immunology studies researcher | immunology studies scientist | immunology scientist | immunology studies scholar | immunologists | immunology science researcher | immunology studies analyst | immunology studies research scientist | immunology research scientist | immunology scholar,"Immunologists research the immune system of living organisms (e.g. human body) and the way it reacts to external infections or invasive harmful agents (e.g. virus, bacteria, parasites). They focus their study on those diseases that affect the immunology of living organisms in order to classify them for treatment.",http://data.europa.eu/esco/isco/C2131,"Biologists, botanists, zoologists and related professionals"
Occupation,http://data.europa.eu/esco/occupation/b65133db-b3de-44d1-88fa-1d3deda08245,law lecturer,released,specialist law lecturer | lecturer in law | university lecturer in law | law docent | lecturer of law | law lector | university law teacher | law instructor | university law lecturer | higher education law teacher | senior lecturer in law | professor of law | law teacher | university law instructor | law professor,"Law lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, law, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of law, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/b73c752b-9858-4f53-82de-f3a340cbcae9,epidemiologist,released,epidemiology science researcher | epidemiology researcher | epidemiology research analyst | epidemiology analyst | epidemiology research scientist | epidaemiologist | epidemiology scholar | epidemiology scientist,Epidemiologists centre their research on origin and causes for illness eruption in humans. They determine the way in which diseases are spread out and propose risk preventive measures to health policy organisms.,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologist
Occupation,http://data.europa.eu/esco/occupation/b79cfd33-6e46-4b71-b180-c9a84422f047,seismologist,released,seismologists | seismology research analyst | seismology analyst | seismology researcher | seismology scientist | seismology science researcher | seismology scholar | seismology research scientist,"Seismologists study the movement of tectonic plaques in the Earth which causes the propagation of seismic waves and earthquakes. They study and observe the various sources causing earthquakes such as volcanic activity, atmospheric phenomena, or the behaviour of oceans. They provide their scientific observations to prevent dangers in construction and infrastructure.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geologist
Occupation,http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199,geographer,released,economic geographer | geographers | biogeographer | cultural geographer | physical geographer | natural geographer | human geographer | geography research scientist,"Geographers are scholars who study human and physical geography. Depending on their specialisation, they study political, economical and cultural aspects of humanity contained within human geography. Moreover, they study land formations, soils, natural frontiers, and water flows contained in physical geography.",http://data.europa.eu/esco/isco/C2632,"Sociologists, anthropologists and related professionals"
Occupation,http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827,automation engineer,released,engineer in automation | electric vehicles automation engineer | automated systems engineer | manufacturing engineer in automation | mining automation engineer | agricultural automation engineer | unmanned vessel engineer | vessel autonomy engineer | automation systems engineer | battery and microgrids automation engineer | fleet autonomy system engineer | specialist in automation systems | automated systems specialist | engineer in automation systems | specialist in automated systems | engineer in automated systems,"Automation engineers research, design, and develop applications and systems for the automation of the production process. They implement technology and reduce, whenever applicable, human input to reach the full potential of industrial robotics. Automation engineers oversee the process and ensure all systems run safely and smoothly.",http://data.europa.eu/esco/occupation/d7380260-1386-4e36-98b5-8115ca4a3536,production engineer
Occupation,http://data.europa.eu/esco/occupation/bc659adc-f42c-4ef6-89fe-fd030033f446,cosmologist,released,evolutionary cosmologist | cosmology scientist | observational cosmologist | theoretical cosmologist | cosmology data scientist | cosmology research scientist,"Cosmologists focus on the study of the universe as a whole, which is made up by its origin, evolution and ultimate fate. They use tools and scientific instruments to observe and study other galaxies and astronomical objects such as stars, black holes, planets and other celestial bodies.",http://data.europa.eu/esco/isco/C2111,Physicists and astronomers
Occupation,http://data.europa.eu/esco/occupation/be3c021d-bd93-45a0-ad32-e8fa8e0d17ef,modern languages lecturer,released,university modern languages lecturer | instructor in modern languages | modern languages teacher | higher education modern languages teacher | modern languages instructor | university lecturer in modern languages | specialist lecturer in modern languages | modern languages professor | senior lecturer in modern languages | lecturer in modern languages | lecturer of modern languages | university modern languages teacher | professor of modern languages | modern languages lector | modern languages docent,"Modern languages lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, modern languages, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants in the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of modern languages, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/bfc92738-128b-44f5-92d4-51b10df17961,philosopher,released,philosophy expert | philosophy student | philosophy scholar | moralist,"Philosophers study and argument over general and structural problems pertaining to society, humans and individuals. They have well-developed rational and argumentative abilities to engage in discussion related to existence, value systems, knowledge, or reality. They recur to logic in discussion which lead to levels of deepness and abstraction.",http://data.europa.eu/esco/isco/C2633,"Philosophers, historians and political scientists"
Occupation,http://data.europa.eu/esco/occupation/bff7e8a3-6206-4d38-b25f-fcb6e634c7af,archaeology lecturer,released,lecturer in archaeology | archaeology docent | archaeology teacher | archaeology instructor | archaeologist lector | university lecturer in archaeology | university archaeology lecturer | lecturer of archaeology | archaeology lector | archeology lecturer | instructor in archaeology | senior lecturer in archaeology | professor of archaeology | lecturer in archaeological studies | archaeology professor,"Archaeology lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, archaeology, which is predominantly academic in nature. They work with university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of archaeology, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/c25b3700-6095-42b7-99fc-b87dc326c044,agricultural scientist,released,agricultural development specialist | agriculture research scientist | technician for agricultural bioeconomy | agriculture researcher | agricultural research scientist | agricultural development consultant | agricultural biotechnology research scientist | researcher in agriculture science | bio-technical research scientist in agriculture | agricultural quality scientist,"Agricultural scientists research and study soil, animals and plants with the objective of improving agricultural processes, the quality of agricultural products or the impact of agricultural processes on the environment. They plan and implement projects such as development projects on behalf of clients or institutions.",http://data.europa.eu/esco/isco/C2132,"Farming, forestry and fisheries advisers"
Occupation,http://data.europa.eu/esco/occupation/c262bb96-03bb-4c97-a45b-0cf36db5b048,assistant lecturer,released,college assistant lecturer | higher education assistant lecturer | adjunct assistant professor | university assistant instructor | junior lecturer | lecturer’s assistant | assistant teacher | assistant professor | research assistant professor | assistant docent | college assistant instructor | lector’s assistant | assistant lecturer in higher education | assistant lector | assistant lecturer at a college | university assistant lecturer | assistant lecturer in university | research assistant lecturer,"Assistant lecturers share university or college lecturers' academic workload, specifically the provision of lectures to students. They prepare and teach classes, and meet with students privately regarding evaluation. They also combine their lecturing and other academic duties with conducting their own research in their field of study. Assistant lecturers occupy an autonomous, full-time position, despite what the subservience element in the occupation title may suggest.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/c3b82711-273d-4fa8-8de7-0ac3d99c16fc,computer science lecturer,released,computer sciences lector | senior lecturer in computer science | university lecturer in computer science | university computer science teacher | computer science lector | lecturer in computer science | computer science docent | specialist lecturer in computer science | lecturer of computer science | university computer science lecturer | computer science teacher | computer science instructor | lecturer in computer sciences | higher education computer science teacher | computer science professor,"Computer science lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, computer science, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, grading papers and exams and leading review and feedback sessions for the students. They also conduct academic research in their field of computer science, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39,linguistics lecturer,released,linguistics docent | lecturer in applied linguistics | linguistics teacher | linguistics lector | higher education linguistics teacher | university linguistics teacher | professor of linguistics | lecturer in linguistics | university linguistics lecturer | lecturer of linguistics | applied linguistics lecturer | professor of applied linguistics | linguistics professor | university lecturer in linguistics | linguistics instructor,"Linguistics lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, linguistics, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of linguistics, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,politics lecturer,released,politics professor | professor of politics | political studies instructor | political science professor | politics and international relations lecturer | political science lector | professor of political studies | political science docent | professor of political science | political science lecturer | political studies professor | political studies docent | political science instructor | political sciences lector | university lecturer in political studies | higher education politics teacher | lecturer in politics and international studies | university political studies lecturer | political studies lecturer | teacher | politics and international studies lecturer | lecturer in politics and international relations | political science teacher | lecturer in politics,"Politics lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, politics, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of political studies, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geologist,released,field geologist | geologist engineer | geology science researcher | geology research analyst | site geologist | sedimentologist | petroleum geologist | geologist prospector | consulting geologist | chief geologist | geology researcher | geology studies researcher | bedrock geologist | geology studies analyst | glaciologist | geology scholar | structural geologist | volcanologist | geothermal scientist | geology analyst | coal geologist | geoscience consultant | geology scientist | geology studies research scientist | paedologist | geology studies research analyst | quaternary geologist | geology studies scholar | geology research scientist | geology studies scientist,"Geologists research the materials that form the earth. Their observations depend on the purpose of the research. Depending on their specialisation, geologists study how the Earth has been shaped over time, its geological layers, the quality of minerals for mining purposes, earthquakes and volcanic activity for private services, and similar phenomena.",http://data.europa.eu/esco/isco/C2114,Geologists and geophysicists
Occupation,http://data.europa.eu/esco/occupation/c8fa93eb-7c2c-42c3-b135-c2e825a6615e,test engineer,released,solar inverter test engineer | BESS test engineer | battery test engineer | battery validation engineer | battery systems hardware test engineer | agricultural equipment test engineer,Test engineers plan and perform detailed quality tests during various phases of the design process to make sure that the systems are properly installed and function correctly. They analyse the data collected during tests and produce reports. They are also responsible for the safety of the test operations.,http://data.europa.eu/esco/isco/C2149,Engineering professionals not elsewhere classified
Occupation,http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef,religious studies lecturer,released,lecturer of religious studies | higher education theology teacher | lecturer in religious studies | theology instructor | lecturer of religion | lecturer in religion | religious education lecturer | theology professor | professor of religious education | university religious studies lecturer | professor of religious studies | religious studies teacher | university lecturer in religious studies | theology docent | religious studies professor | senior lecturer in religious studies | religion lector | theology lecturer | theology teacher | religious studies instructor | religious studies docent | religious studies lector,"Religious studies lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, theology, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of theology, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360,civil engineer,released,civil engineering adviser | civil engineering specialist | director of infrastructure projects | harbour civil engineer | civil engineering expert | quality assurance civil engineer | civil engineering researcher | infrastructure project manager | civil engineering consultant | investments civil enginee,"Civil engineers design, plan, and develop technical and engineering specifications for infrastructure and construction projects. They apply engineering knowledge in a vast array of projects, from the construction of infrastructure for transportation, housing projects, and luxury buildings, to the construction of natural sites. They design plans that seek to optimise materials and integrate specifications and resource allocation within the time constraints.",http://data.europa.eu/esco/isco/C2142,Civil engineers
Occupation,http://data.europa.eu/esco/occupation/dab9c6dd-8efb-4fe2-8b10-477ef2bcfd8b,mathematics lecturer,released,mathematics professor | university mathematics lecturer | university lecturer in mathematics | mathematics lector | mathematics docent | lector in mathematics | mathematics teacher | professor of maths | instructor in mathematics | higher education mathematics teacher | lector in maths | lecturer in math | professor of mathematics | lector in math | lecturer in maths | maths lector | mathematics instructor | maths professor | university maths teacher | math lector | lecturer in mathematics,"Mathematics lecturers instruct students who have obtained an upper secondary education diploma in their own specialised field of study, mathematics, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of mathematics, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804,urban planner,released,city planner | urban planning engineer | smart city planner | town planner | country planner | regional planner,"Urban planners create development plans for towns, urban areas, cities, and regions. They research the needs of the community or the region (economic, social, transport) and evaluate other parameters such as sustainability in order to present solid programs aimed at the improvement of the site.",http://data.europa.eu/esco/isco/C2164,Town and traffic planners
Occupation,http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e,computer scientist,released,IT researcher | IT scientist | ICT science researcher | ICT researcher | IT research scientist | ICT scientist | ICT research scientist | computers scientist | IT science researcher,"Computer scientists conduct research in computer and information science, directed toward greater knowledge and understanding of fundamental aspects of ICT phenomena. They write research reports and proposals. Computer scientists also invent and design new approaches to computing technology, find innovative uses for existing technology and studies and solve complex problems in computing.",http://data.europa.eu/esco/isco/C2511,Systems analysts
Occupation,http://data.europa.eu/esco/occupation/e3cc09ba-7ad5-4411-940c-20613000863a,conservation scientist,released,wildlife biologist | environmental scientist | park naturalist | park ranger | conservationist | conservation programs specialist,"Conservation scientists manage the quality of specific forests, parks and other natural resources. They protect the wildlife habitat, biodiversity, scenic value, and other unique attributes of preserves and conservation lands. Conservation scientists perform field work.",http://data.europa.eu/esco/isco/C2133,Environmental protection professionals
Occupation,http://data.europa.eu/esco/occupation/e74513c3-8ba8-462f-978c-0450522f4427,chemistry lecturer,released,chemistry docent | chemistry professor | lecturer in chemistry | chemical science docent | specialist lecturer in chemistry | higher education chemistry teacher | university lecturer in chemistry | chemistry lector | university chemistry lecturer | chemical science instructor | professor of chemistry | university chemistry teacher | chemical science teacher | instructor in chemistry | chemistry instructor | senior lecturer in chemistry | chemical sciences lecturer | chemical science professor | chemical science lecturer | chemical science lector | chemical sciences lector,"Chemistry lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, chemistry, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for leading laboratory practices, grading papers and for leading review and feedback sessions for the students. They also conduct academic research in their field of chemistry, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/e9f50268-4dab-4579-90c2-2ff219eb56f1,engineering lecturer,released,engineering instructor | engineering sciences docent | lecturer in mechanical engineering | engineering sciences instructor | engineering sciences professor | engineering science teacher | professor of electrical engineering | engineering lector | engineering docent | engineering science instructor | professor of mechanical engineering | university engineering lecturer | higher education engineering teacher | engineering science docent | lecturer in engineering | engineering teacher | university engineering teacher | engineering sciences teacher | engineering professor | lecturer in electrical engineering | engineering science professor | professor of engineering | university lecturer in engineering,"Engineering lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, engineering, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for leading laboratory practices, grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their field of engineering, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologist,released,ornithologist | herpetologist | mycologist | zoologist | entomologist | natural science taxonomist | plant pathologist | biology research scientist | wildlife biologist | mammalogist | biology science researcher | biology biotechnologist | lepidopterist | ichthyologist,"Biologists study living organisms and life in its broader extent in combination with its environment. Through research, they strive to explain the functional mechanisms, interactions, and evolution of organisms.",http://data.europa.eu/esco/isco/C2131,"Biologists, botanists, zoologists and related professionals"
Occupation,http://data.europa.eu/esco/occupation/f3d8bc61-f812-4106-afd2-a356e4c11fce,literary scholar,released,literary science researcher | literary researcher | literature scholar | literary studies researcher | literary studies scholar | literary studies scientist | literary studies research scientist | literary research scientist | literary analyst | literary scientist | literary research analyst,"Literary scholars research works of literature, history of literature, genres, and literary criticism in order to appraise the works and the surrounding aspects in an appropriate context and to produce research results on specific topics in the field of literature.",http://data.europa.eu/esco/isco/C2641,Authors and related writers
Occupation,http://data.europa.eu/esco/occupation/f3e23761-0663-4ae0-97a2-0b2dd3fa38a1,biochemical engineer,released,enzyme engineer | biochemical engineering adviser | biochemical research engineer | biochemical process engineer | biochemical engineering specialist | tissue engineer | biochemical technology engineer | biochemical technology engineering adviser | bio-fuel engineer | biochemical technology engineering consultant | bio-chemical engineer | biochemical researcher | biochemical engineering researcher | biochemical engineering consultant | biochemical engineering expert | biochemical technology engineering expert | metabolic engineer | process development engineer | biochemical technology engineering specialist,"Biochemical engineers research on the field of life science striving for new discoveries. They convert those findings into chemical solutions that can improve the wellbeing of society such as vaccines, tissue repair, crops improvement and green technologies advances such as cleaner fuels from natural resources.",http://data.europa.eu/esco/occupation/ec21ce88-ce14-49b6-be0a-cc53cf5a3a67,chemical engineer
Occupation,http://data.europa.eu/esco/occupation/fa5b9075-3796-4e86-be0a-b5e6d725c25a,metrologist,released,metrology technician | machine assembly calibration technician | laboratory calibration technician | calibration technician | electronics calibration technician | lab calibration technician | metrology research engineer | optical 3D metrology engineer | metrology technologist,"Metrologists study and practice the science of measurement. They develop quantity systems, units of measurement and measuring methods to be used in science. Metrologists establish new methods and tools to quantify and better understand information.",http://data.europa.eu/esco/isco/C2112,Meteorologists
Occupation,http://data.europa.eu/esco/occupation/fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9,classical languages lecturer,released,lecturer in classical languages | lecturer of classical languages | classical languages lector | lecturer in greek and latin language | classical studies lecturer | Greek and Latin professor | classics lecturer | classical languages docent | instructor in classical languages | university classical languages teacher | classical languages instructor | classical studies lector | lecturer in greek language | university classical languages lecturer | lecturer in latin language | classics lector | Greek and Latin docent | Greek and Latin lecturer | professor of classical languages | higher education classical languages teacher | Greek and Latin instructor | university lecturer in classical languages | Greek and Latin teacher | classical languages professor,"Classical languages lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, classical languages, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants in the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of classical languages, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
